,x(t-8),y(t-8),x(t-7),y(t-7),x(t-6),y(t-6),x(t-5),y(t-5),x(t-4),y(t-4),x(t-3),y(t-3),x(t-2),y(t-2),x(t-1),y(t-1),x(t),y(t),x_predicted,y_predicted,x_delta,y_delta,Cat,Error,ScaledError
0,-0.03223424777388573,0.14876294136047363,0.05562364682555199,0.11806625872850418,0.19540873169898987,0.06448181718587875,0.3224457800388336,-0.02673749439418316,0.3942354917526245,-0.06564801186323166,0.1517123132944107,0.2608727514743805,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,0.5435220003128052,-0.1840222030878067,-0.28879332542419434,0.12821121513843536,0.0,55.380374908447266,4.280696623989702
1,0.05562364682555199,0.11806625872850418,0.19540873169898987,0.06448181718587875,0.3224457800388336,-0.02673749439418316,0.3942354917526245,-0.06564801186323166,0.1517123132944107,0.2608727514743805,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,0.6250461339950562,-0.27299705147743225,-0.32153987884521484,0.12183842062950134,0.0,55.737571716308594,0.8686550345258093
2,0.19540873169898987,0.06448181718587875,0.3224457800388336,-0.02673749439418316,0.3942354917526245,-0.06564801186323166,0.1517123132944107,0.2608727514743805,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.6772458553314209,-0.2596525251865387,-0.41974759101867676,0.20894837379455566,0.0,74.40369415283203,1.8782538002905353
3,0.3224457800388336,-0.02673749439418316,0.3942354917526245,-0.06564801186323166,0.1517123132944107,0.2608727514743805,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,0.8012757301330566,-0.3180226981639862,-0.4157148599624634,0.23809847235679626,0.0,75.54447174072266,2.467349826556442
4,0.3942354917526245,-0.06564801186323166,0.1517123132944107,0.2608727514743805,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,1.3524396419525146,-0.6513128876686096,0.8751838207244873,-0.42105522751808167,-0.49278414249420166,0.22079357504844666,0.0,80.03612518310547,29.381550608180202
5,0.1517123132944107,0.2608727514743805,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,1.3524396419525146,-0.6513128876686096,1.6545906066894531,-0.6301413178443909,0.9796836376190186,-0.46195220947265625,-0.5285559892654419,0.2621915936470032,0.0,83.94567108154297,3.3659057718096257
6,0.5039142966270447,-0.22955147922039032,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,1.3524396419525146,-0.6513128876686096,1.6545906066894531,-0.6301413178443909,1.3374375104904175,-0.5345475077629089,1.1557998657226562,-0.49735191464424133,-0.4980677366256714,0.303842693567276,0.0,87.08181762695312,1.3743362696759454
7,0.6919798254966736,-0.2692142128944397,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,1.3524396419525146,-0.6513128876686096,1.6545906066894531,-0.6301413178443909,1.3374375104904175,-0.5345475077629089,1.6802502870559692,-0.9688258171081543,1.3393809795379639,-0.5735534429550171,-0.48203563690185547,0.34713345766067505,0.0,81.93586730957031,4.681638719116208
8,0.9067628383636475,-0.3205881416797638,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,1.3524396419525146,-0.6513128876686096,1.6545906066894531,-0.6301413178443909,1.3374375104904175,-0.5345475077629089,1.6802502870559692,-0.9688258171081543,1.8925522565841675,-0.007010368630290031,1.4490317106246948,-0.5873608589172363,-0.5391719341278076,0.4447963237762451,0.0,94.2628402709961,0.4956024881104738
9,1.1776765584945679,-0.7108206152915955,1.3689916133880615,-0.4242493510246277,0.998593807220459,-0.5668455958366394,1.3524396419525146,-0.6513128876686096,1.6545906066894531,-0.6301413178443909,1.3374375104904175,-0.5345475077629089,1.6802502870559692,-0.9688258171081543,1.8925522565841675,-0.007010368630290031,2.331378221511841,-1.1785249710083008,1.579734444618225,-0.609951913356781,-0.5623315572738647,0.5174732804298401,1.0,104.74042510986328,3.3749600739584587
