,x(t-8),y(t-8),x(t-7),y(t-7),x(t-6),y(t-6),x(t-5),y(t-5),x(t-4),y(t-4),x(t-3),y(t-3),x(t-2),y(t-2),x(t-1),y(t-1),x(t),y(t),x_predicted,y_predicted,vel_x_pred,vel_y_pred,x_delta,y_delta,vel_x_delta,vel_y_delta,Cat,Error,ScaledError
0,0.1582735776901245,0.0796719565987587,0.38913846015930176,0.10262653231620789,0.365233838558197,0.1255756914615631,0.2688082754611969,0.40318578481674194,-0.0011466966243460774,-0.002548133721575141,0.8633604049682617,-0.24142968654632568,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.38272738456726074,-0.0015759291127324104,-0.21809211373329163,0.9756211042404175,0.325526624917984,-0.21658751368522644,0.02513803541660309,-0.2450193166732788,0.0,53.830726623535156,0.5116429951026853
1,0.38913846015930176,0.10262653231620789,0.365233838558197,0.1255756914615631,0.2688082754611969,0.40318578481674194,-0.0011466966243460774,-0.002548133721575141,0.8633604049682617,-0.24142968654632568,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,0.2170885056257248,0.09260572493076324,-0.21129003167152405,1.2163803577423096,0.1564696729183197,-0.1369931548833847,0.03161264955997467,-0.059436798095703125,0.0,30.600204467773438,0.37875977616419304
2,0.365233838558197,0.1255756914615631,0.2688082754611969,0.40318578481674194,-0.0011466966243460774,-0.002548133721575141,0.8633604049682617,-0.24142968654632568,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.16682474315166473,0.02048187330365181,-0.36822590231895447,0.8482280969619751,0.10276781767606735,-0.22377316653728485,-0.1383417844772339,-0.4275890588760376,0.0,47.78953552246094,0.6656038151094569
3,0.2688082754611969,0.40318578481674194,-0.0011466966243460774,-0.002548133721575141,0.8633604049682617,-0.24142968654632568,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.1881483942270279,0.09937973320484161,-0.2076442837715149,1.1859278678894043,0.12096992135047913,-0.1607532650232315,0.02223983407020569,-0.03471255302429199,0.0,33.76154708862305,0.4109270128529477
4,-0.0011466966243460774,-0.002548133721575141,0.8633604049682617,-0.24142968654632568,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.16223742067813873,0.19761763513088226,-0.2521596848964691,1.304887294769287,0.09193675220012665,-0.077451691031456,-0.022275567054748535,0.08424687385559082,0.0,17.482135772705078,0.1553123743246606
5,0.8633604049682617,-0.24142968654632568,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,0.20640774071216583,0.19738459587097168,-0.31043627858161926,1.4846081733703613,0.1329841911792755,-0.0914369523525238,-0.08055216073989868,0.20879101753234863,0.0,21.748716354370117,0.22082767080623147
6,0.029626600444316864,0.114113450050354,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,-0.04348621517419815,0.16938525438308716,-0.09867887943983078,1.6985538005828857,-0.12053731083869934,-0.13666462898254395,0.07292111963033676,-0.23612070083618164,0.0,31.97185516357422,0.15396541815970283
7,0.19487757980823517,-0.13846826553344727,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.012786266393959522,0.25303661823272705,-0.12779128551483154,1.7835785150527954,-0.06749002635478973,-0.06899449229240417,0.08911313116550446,0.5077613592147827,0.0,15.82818603515625,0.09340906597536999
8,-0.0998147502541542,-0.11600690335035324,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.035999856889247894,0.49197709560394287,-0.011417627334594727,0.9458757638931274,-0.04740171879529953,0.15429732203483582,0.21846649050712585,-0.32994139194488525,0.0,29.207077026367188,0.21947043682906223
9,0.480999618768692,0.4985499382019043,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.12986184656620026,0.5764603614807129,-0.14738711714744568,1.5731990337371826,0.04323325306177139,0.22271385788917542,0.06951729953289032,0.37014710903167725,0.0,40.775291442871094,0.24072284860652354
10,-0.012012810446321964,0.06847351789474487,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,0.07143670320510864,0.5992421507835388,-0.1444878876209259,2.0193545818328857,-0.018957771360874176,0.22559493780136108,0.027112111449241638,0.08468008041381836,0.0,41.089176177978516,0.213415778972413
11,0.36934953927993774,0.6819601058959961,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,0.05511988699436188,0.5254258513450623,-0.1883249580860138,2.088477849960327,-0.03900783509016037,0.13527220487594604,0.002727016806602478,0.5217219591140747,0.0,25.6619930267334,0.020930686604645407
12,0.20229463279247284,0.8953812718391418,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.033803828060626984,0.5242478847503662,-0.2598060369491577,1.4747991561889648,-0.06405845284461975,0.11756536364555359,-0.06875406205654144,-0.18728697299957275,0.0,22.778560638427734,0.16124131583724485
13,0.1672244369983673,-0.1405625343322754,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.0910160094499588,0.7689831852912903,-0.20837008953094482,0.3970485329627991,-0.010362327098846436,0.3469541072845459,0.008534327149391174,-0.9408184885978699,0.0,58.32960510253906,0.44251656269011774
14,-0.37230202555656433,-0.47437527775764465,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.14900965988636017,0.7827829122543335,-0.29367074370384216,-0.443021297454834,0.04334419220685959,0.3415513038635254,-0.14633215963840485,-2.803675889968872,0.0,56.72165298461914,0.33807092035265185
15,0.6055381298065186,1.059370517730713,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.47652849555015564,0.7576084136962891,-0.5572041869163513,-1.9338349103927612,0.36734411120414734,0.3002351224422455,-0.3402997851371765,-3.2558977603912354,0.0,59.149803161621094,0.12989062849703448
16,0.49080249667167664,0.9752150774002075,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.8308629989624023,1.4298173189163208,0.4631151854991913,0.7012026309967041,-0.22883740067481995,-0.3530854284763336,0.3501904308795929,0.22558823227882385,-0.037785425782203674,-1.888919472694397,0.0,48.63728332519531,0.2068527915632516
17,0.4808206558227539,1.1738038063049316,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.8308629989624023,1.4298173189163208,0.08454857021570206,-0.10254460573196411,0.15836213529109955,0.6151192784309387,-0.00886978954076767,-1.2135534286499023,0.04165058583021164,0.12034115195274353,0.16273021697998047,-3.169214963912964,0.0,21.129045486450195,0.15697829668995308
18,0.6005268096923828,1.2490144968032837,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.8308629989624023,1.4298173189163208,0.08454857021570206,-0.10254460573196411,0.5611331462860107,1.338304042816162,-0.11409665644168854,0.5534462928771973,-0.38472458720207214,0.9625742435455322,-0.23472052812576294,0.0395469069480896,-0.2297491878271103,-1.2991251945495605,0.0,32.48966598510742,0.18089844602902602
19,-1.1583610773086548,-2.6181347370147705,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.8308629989624023,1.4298173189163208,0.08454857021570206,-0.10254460573196411,0.5611331462860107,1.338304042816162,1.3516480922698975,1.3697947263717651,0.09590297937393188,0.3229476809501648,-0.4362468123435974,-0.11253111064434052,-0.029047340154647827,-0.2136002779006958,-0.2978177070617676,-2.7130789756774902,0.0,39.89531707763672,0.13776444908982266
20,-0.11007599532604218,-0.1331777572631836,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.8308629989624023,1.4298173189163208,0.08454857021570206,-0.10254460573196411,0.5611331462860107,1.338304042816162,1.3516480922698975,1.3697947263717651,-0.07396408170461655,0.0749635398387909,0.28022393584251404,0.8445088267326355,-0.1362559199333191,-1.0409878492355347,0.15156342089176178,0.2873501777648926,0.03534407913684845,-2.955493450164795,0.0,46.37762451171875,0.3617334486773872
21,0.4841810464859009,1.0362484455108643,0.5705243945121765,1.1944180727005005,0.03552398085594177,-1.7144891023635864,0.8308629989624023,1.4298173189163208,0.08454857021570206,-0.10254460573196411,0.5611331462860107,1.338304042816162,1.3516480922698975,1.3697947263717651,-0.07396408170461655,0.0749635398387909,1.3635427951812744,1.5495063066482544,0.4321841895580292,0.9061221480369568,-0.23361635208129883,-0.96878582239151,0.29970845580101013,0.32731789350509644,-0.0709950178861618,-3.104510545730591,0.0,57.89054870605469,0.1843922229006369
