,x(t-8),y(t-8),x(t-7),y(t-7),x(t-6),y(t-6),x(t-5),y(t-5),x(t-4),y(t-4),x(t-3),y(t-3),x(t-2),y(t-2),x(t-1),y(t-1),x(t),y(t),x_predicted,y_predicted,Cat,Error,ScaledError,x_delta,y_delta
0,0.0755312442779541,0.0656110271811485,0.171301007270813,0.0905869528651237,0.2061268091201782,0.116426944732666,0.1477073580026626,0.2011356502771377,0.101923644542694,0.1522916406393051,0.5210492610931396,0.0453269779682159,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.1241827234625816,0.1285104155540466,1.0,17.894710540771484,0.3448407846665369,-0.022542156279087094,-0.09562891721725467
1,0.171301007270813,0.0905869528651237,0.2061268091201782,0.116426944732666,0.1477073580026626,0.2011356502771377,0.101923644542694,0.1522916406393051,0.5210492610931396,0.0453269779682159,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.1406907737255096,0.2545341551303863,0.0,2.6855111122131348,0.0427593873042966,-0.008190765976905878,0.013553604483604376
2,0.2061268091201782,0.116426944732666,0.1477073580026626,0.2011356502771377,0.101923644542694,0.1522916406393051,0.5210492610931396,0.0453269779682159,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.1406775861978531,0.2650408148765564,0.0,1.9507919549942017,0.0460511710952647,-0.010433241724967957,0.007279872894287109
3,0.1477073580026626,0.2011356502771377,0.101923644542694,0.1522916406393051,0.5210492610931396,0.0453269779682159,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1172737255692482,0.2803291380405426,0.0,5.817904472351074,0.0906164903066674,-0.036067135632038116,0.007469654083251953
4,0.101923644542694,0.1522916406393051,0.5210492610931396,0.0453269779682159,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1872396469116211,0.3926216959953308,0.1369482427835464,0.3010881841182709,0.0,4.890223979949951,0.2225047469074513,-0.01862341165542608,0.016560286283493042
5,0.5210492610931396,0.0453269779682159,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1872396469116211,0.3926216959953308,-0.0420030206441879,-0.2245769202709198,0.1461309492588043,0.3345550298690796,0.0,8.332635879516602,0.0780018633389366,-0.011672273278236417,0.038196712732315063
6,-0.5449186563491821,0.3707117140293121,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1872396469116211,0.3926216959953308,-0.0420030206441879,-0.2245769202709198,0.0913745909929275,0.2644877135753631,0.1387740075588226,0.3395470082759857,0.0,6.3699212074279785,0.4297675114171652,-0.021621614694595365,0.028345167636871338
7,0.235185220837593,0.0498527027666568,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1872396469116211,0.3926216959953308,-0.0420030206441879,-0.2245769202709198,0.0913745909929275,0.2644877135753631,-0.139765590429306,0.4749227464199066,0.1567782759666443,0.3155585527420044,0.0,2.1628217697143555,0.0381584978164613,-0.005922690033912659,-0.009324729442596436
8,-0.0278126522898674,-0.0172175057232379,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1872396469116211,0.3926216959953308,-0.0420030206441879,-0.2245769202709198,0.0913745909929275,0.2644877135753631,-0.139765590429306,0.4749227464199066,0.329641193151474,0.5649487376213074,0.173350915312767,0.3746331036090851,0.0,5.0534987449646,0.1070134873393286,0.008415818214416476,0.03273549675941467
9,0.4411927461624145,0.4803732335567474,0.024371987208724,0.0562578216195106,0.43613201379776,0.5381302833557129,0.1872396469116211,0.3926216959953308,-0.0420030206441879,-0.2245769202709198,0.0913745909929275,0.2644877135753631,-0.139765590429306,0.4749227464199066,0.329641193151474,0.5649487376213074,-0.5054101943969727,2.002255916595459,0.1795311868190765,0.3765193223953247,0.0,2.5487098693847656,0.0084497805564253,0.01118259131908414,0.015621721744537354
