,x(t-8),y(t-8),x(t-7),y(t-7),x(t-6),y(t-6),x(t-5),y(t-5),x(t-4),y(t-4),x(t-3),y(t-3),x(t-2),y(t-2),x(t-1),y(t-1),x(t),y(t),x_predicted,y_predicted,x_delta,y_delta,Cat,Error,ScaledError
0,0.08886754512786865,0.08980836719274521,-0.4116470515727997,-0.048920612782239914,-0.21112868189811707,-0.09389518946409225,-0.40255001187324524,-0.09378691762685776,-0.4451858401298523,-0.21355949342250824,-0.39537039399147034,-0.42569229006767273,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,-0.2134779989719391,-0.47737011313438416,-0.16360771656036377,0.1688803732395172,0.0,21.627138137817383,9.695531361082699
1,-0.4116470515727997,-0.048920612782239914,-0.21112868189811707,-0.09389518946409225,-0.40255001187324524,-0.09378691762685776,-0.4451858401298523,-0.21355949342250824,-0.39537039399147034,-0.42569229006767273,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,-0.1497373878955841,-0.5357820987701416,-0.19396273791790009,0.06921279430389404,0.0,24.114601135253906,4.916317777552668
2,-0.21112868189811707,-0.09389518946409225,-0.40255001187324524,-0.09378691762685776,-0.4451858401298523,-0.21355949342250824,-0.39537039399147034,-0.42569229006767273,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,-0.055805861949920654,-0.5692921280860901,-0.18887712061405182,-0.1048506498336792,0.0,24.95897674560547,1.0598270908759007
3,-0.40255001187324524,-0.09378691762685776,-0.4451858401298523,-0.21355949342250824,-0.39537039399147034,-0.42569229006767273,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,0.1210835725069046,-0.5174254179000854,-0.0812080055475235,-0.17035210132598877,0.0,20.740846633911133,0.5670494933477069
4,-0.4451858401298523,-0.21355949342250824,-0.39537039399147034,-0.42569229006767273,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,-0.006909666117280722,-0.1656188666820526,0.12936781346797943,-0.48386257886886597,-0.15536637604236603,-0.25813841819763184,0.0,32.43880081176758,0.9880248180107555
5,-0.39537039399147034,-0.42569229006767273,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,-0.006909666117280722,-0.1656188666820526,0.32200953364372253,0.9425646662712097,0.12343023717403412,-0.42954835295677185,-0.2360418289899826,-0.31044113636016846,0.0,45.04496383666992,0.2889936001920501
6,-0.10835445672273636,-0.5055766701698303,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,-0.006909666117280722,-0.1656188666820526,0.32200953364372253,0.9425646662712097,0.2854589819908142,0.0124615877866745,0.07389840483665466,-0.33905401825904846,-0.35003936290740967,-0.32226327061653137,0.0,55.62442398071289,3.4205436270114404
7,-0.13718989491462708,-0.5521425008773804,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,-0.006909666117280722,-0.1656188666820526,0.32200953364372253,0.9425646662712097,0.2854589819908142,0.0124615877866745,0.7819488644599915,0.033459145575761795,0.0950968936085701,-0.3312029540538788,-0.41214895248413086,-0.42718884348869324,0.0,68.4499740600586,1.7742912203710401
8,-0.0385436937212944,-0.6236156821250916,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,-0.006909666117280722,-0.1656188666820526,0.32200953364372253,0.9425646662712097,0.2854589819908142,0.0124615877866745,0.7819488644599915,0.033459145575761795,0.547393262386322,0.24293790757656097,0.2390080988407135,-0.23834003508090973,-0.3342120349407196,-0.45268043875694275,0.0,65.29043579101562,12.328236499194645
9,0.09227931499481201,-0.6215814352035522,0.3243193030357361,-0.6180928349494934,0.3865481913089752,-0.0913190022110939,-0.006909666117280722,-0.1656188666820526,0.32200953364372253,0.9425646662712097,0.2854589819908142,0.0124615877866745,0.7819488644599915,0.033459145575761795,0.547393262386322,0.24293790757656097,0.6537986397743225,0.3368014097213745,0.32343968749046326,-0.058176279067993164,-0.2909175455570221,-0.3827177882194519,0.0,58.36636734008789,7.220125989890317
