,Time,Xu,Yu,Bs,Rs,Bs_n,Rs_n,Xs,Ys,Xs_m,Ys_m
2341,1181.751,609.53,142.02,271.5844088044431,645.2166818209213,271.5854721455761,654.2818272807716,-35.44,159.86,-60.5089247681442,160.56585614550647
2342,1182.259,610.24,142.02,271.61777849024713,645.0171018662993,271.62048588515705,634.4070738107581,-34.52,160.23,-39.43441624503782,160.3995217531189
2343,1182.766,610.96,142.02,271.650255043231,644.827448624824,271.5406536348534,713.5065716912623,-33.6,160.59,-119.74557800693526,161.67302887114292
2344,1183.273,611.67,142.02,271.6818883591558,644.6277134129434,271.70224271424,665.6675815268835,-32.68,160.94,-69.98901214206205,162.27787272142308
2345,1183.781,612.38,142.02,271.7118169969923,644.4075860043858,271.6390306687145,644.9876366848586,-31.74,161.27,-48.123523305538924,160.91983767999952
2346,1184.49,613.8,142.02,271.7398487778112,644.8973068636586,271.37218805137155,647.8407872934705,-30.8,161.6,-49.706525592128514,157.91348888111264
2347,1184.794,614.51,142.02,271.76215875857605,644.8649645468421,271.9980154252064,645.1778284009886,-30.05,161.85,-46.056871694860774,165.06459529098686
2348,1185.301,615.22,142.02,271.7894664198377,644.6343764491621,271.86613513207595,645.1315910128745,-29.1,162.15,-45.35082064938399,163.5425363265185
2349,1185.809,615.9300000000001,142.02,271.8167936179798,644.403934888669,271.84352108033767,649.6192367318499,-28.15,162.45,-49.244366294443694,163.42971500128579
2350,1186.517,616.64,142.02,271.84327998528613,644.1633234669606,271.84494632931643,645.8967765780934,-27.19,162.74,-44.72224212417245,163.32348423918242
2351,1186.821,617.35,142.02,271.86889682168044,643.9225236004717,271.56438978309245,643.4819465748884,-26.23,163.02,-41.63561688825234,160.01725269325172
2352,1187.532,617.92,142.02,271.8940550594967,643.5415985000503,271.9321058919518,652.7606975349155,-25.27,163.29,-50.43698894709905,164.56662018334885
2353,1187.838,618.63,142.02,271.9179353370572,643.3003843462243,272.0488255493751,602.7682381016332,-24.31,163.55,1.50362473502787,164.09707948433217
2354,1188.242,619.34,142.02,271.9418637171373,643.0492877688304,272.26766569865384,663.9985264292195,-23.34,163.81,-60.377341987594946,168.93606675419747
2355,1188.851,620.04,142.02,271.9649505249085,642.787966362159,272.2418531452181,642.4019880512195,-22.37,164.06,-37.5812143882506,167.76435726682462
2356,1189.562,620.75,142.02,271.98713399775374,642.5363965566464,271.8787653920208,645.2458420821366,-21.4,164.3,-39.93304465212702,163.69198915542555
2357,1189.765,620.75,142.02,272.01069685659684,641.5650154115325,271.9611586338782,641.8340816761063,-20.42,164.53,-36.40797972636801,164.5224357731061
2358,1190.272,621.46,142.01,272.0320477157105,641.313289820194,271.90183683560497,636.875804423912,-19.45,164.75,-30.644091405084396,163.6634494155479
2359,1190.789,622.17,142.01,272.05255416022646,641.0513015352203,272.09556309060366,594.0522105012348,-18.47,164.97,13.985221716698902,164.26396321218064
2360,1191.296,622.88,142.0,272.07307737033136,640.7893954334762,272.267956000761,639.2155781735526,-17.490000000000002,165.18,-31.467576507797503,167.91477226090595
2361,1191.802,623.59,142.0,272.0918295351397,640.5268412798952,272.20515456042637,626.9056242408124,-16.509999999999998,165.38,-18.183684407526812,166.7122800388422
2362,1192.514,625.01,141.99,272.1091530007341,640.9742426182194,272.0986105291329,646.7853598557248,-15.53,165.57999999999998,-37.16116544573288,166.2546345942986
2363,1192.817,625.71,141.98,272.1216590606838,640.709225234037,272.1505252739302,634.3883845474452,-14.560000000000002,165.7,-23.7474584630412,166.36802527094375
2364,1193.324,626.42,141.97,272.11993793325775,640.6884988042161,272.2032401942608,618.8467151313334,-13.829999999999998,165.67000000000002,-7.1044602183920915,166.34343490719093
2365,1193.832,627.13,141.97,272.10788692276884,640.543429987382,272.04535751773005,643.4168978658244,-12.979999999999997,165.53,-31.61472464162682,165.4960105322929
2366,1194.543,627.84,141.96,272.0885146629903,640.445435614932,271.93795606462186,637.3949735810709,-12.18,165.3,-24.781883245440667,164.042517749215
2367,1194.846,628.55,141.95,272.0619508318106,640.3546245636085,271.9166876004073,654.3896104696838,-11.39,164.99,-41.48087937428272,164.3725790353623
2368,1195.352,629.26,141.94,272.0281615951943,640.2811023292817,271.78930610266104,641.3729609487858,-10.619999999999996,164.6,-27.490340821333916,162.45651226768004
2369,1195.859,629.83,141.93,271.9885073936956,640.0754488339637,272.0911433759262,640.8836101699744,-9.86,164.14,-26.30215214514044,165.88771491470857
2370,1196.571,630.53,141.93,271.9429421407085,640.0379667644725,271.56115344124413,635.7688079150244,-9.14,163.63,-20.557645812587793,159.6747508997875
2371,1196.875,631.24,141.92000000000002,271.891943923294,640.0188948773309,271.759699145569,644.0343783648937,-8.43,163.05,-28.246125267009802,162.18086742156066
2372,1197.382,631.95,141.91,271.8372774557979,640.0290309040678,271.4117400539123,642.7952382644157,-7.75,162.43,-26.377924916927554,158.1341622795237
2373,1197.788,632.66,141.9,271.7789503617838,640.0684920381568,272.0070849282035,637.8643386041597,-7.100000000000001,161.77,-20.415322949586766,164.78674788297258
2374,1198.294,633.37,141.89,271.7178927756257,640.1277073365908,271.6599511226424,669.2221255813456,-6.469999999999999,161.07999999999998,-51.943793584509876,161.75020257036016
2375,1198.801,633.37,141.89,271.654130252255,639.5064887864704,272.10482398210075,643.7686761068978,-5.869999999999997,160.35,-25.71009748609822,166.11293567952737
2376,1199.308,634.08,141.88,271.5866381993195,639.6152288681063,271.4051360361438,636.7680098524226,-5.289999999999999,159.59,-18.076901006720277,157.8768662292431
2377,1199.816,634.79,141.87,271.51733111796614,639.7443192401164,271.8567584578306,657.1065284891687,-4.729999999999997,158.81,-38.04591983859825,163.68192592038616
2378,1200.627,636.22,141.85,271.4454854715802,640.6138569372349,271.29278329898136,617.1555443659862,-4.189999999999998,158.01,4.120355331628957,156.11469058433946
2379,1200.83,636.92,141.85,271.37265367925545,640.7838812735538,271.37875644094225,628.6700418072038,-3.68,157.2,-6.950431081307897,157.34698608483873
2380,1201.337,637.63,141.84,271.29805302747445,640.9644845075271,270.42765327191,569.8205502121867,-3.1700000000000017,156.36,53.879210021730955,146.19717208952727
2381,1201.843,638.34,141.82999999999998,271.2375579239834,641.2695820791752,271.2197025381877,640.3292765605969,-2.780000000000001,155.68,-17.512861038949495,155.79379044809139
2382,1202.35,639.05,141.82999999999998,271.16030065746395,641.4915351740815,271.137190667209,646.3918168467201,-2.3100000000000023,154.82,-23.03198943164523,154.97254464933283
2383,1202.856,639.76,141.82,271.0830800971179,641.7246520120603,271.10333245418684,622.2347775282511,-1.8500000000000012,153.95,2.414060173671942,154.09475043468478
2384,1203.566,640.47,141.82,271.0040997235799,641.978579782846,270.9151137489295,553.4099659211449,-1.4099999999999966,153.07,73.58749914790167,150.87487438974347
2385,1203.871,641.1800000000001,141.82,270.9233979208879,642.2334038338399,270.8617654544095,640.6067285405655,-0.9699999999999988,152.17000000000002,-15.03150729881736,151.6905883597087
2386,1204.581,641.74,141.81,270.8438227061562,642.3596622609487,270.667418431568,656.733070768749,-0.5499999999999972,151.27,-31.02113079299545,149.64711283225142
2387,1204.886,642.46,141.81,270.7631971634348,642.6470117412825,270.6266618967271,640.888786231117,-0.1300000000000025,150.37,-14.075428901889836,148.99102008565018
2388,1205.394,643.16,141.81,270.6817527529222,642.9355135625967,269.75362043421677,647.007902987467,0.2700000000000031,149.46,-19.677455135629543,138.95969213489997
2389,1205.902,643.87,141.8,270.60126292734054,643.2354176349434,270.59269478723814,628.4120974211858,0.6700000000000017,148.55,0.11180429728995023,148.45957842605688
2390,1206.613,644.58,141.8,270.51816935835484,643.5463175250092,270.54915927063223,659.6422091493828,1.0600000000000025,147.62,-31.176077022483696,148.27707530325512
2391,1206.816,644.58,141.8,270.435623047702,643.1685895626434,270.8120675966125,643.5833224808999,1.4299999999999995,146.69,-14.688962643305445,151.14461173376793
2392,1207.326,645.29,141.79,270.3543766622459,643.4923082679387,270.47339987447884,641.2702015368594,1.8100000000000025,145.77,-11.653025955217231,147.21804070046107
2393,1208.137,646.71,141.78,270.27112486914916,644.5472163464831,270.3020625429129,574.9630851477465,2.1700000000000017,144.82999999999998,57.682735064130384,144.88537221781695
2394,1208.646,647.42,141.77,270.1892409040062,644.8935175670476,269.97578379171017,637.3919506847287,2.530000000000001,143.9,-5.572220030858489,141.49401114553507
2395,1208.85,648.13,141.77,270.1047810806126,645.2410789774625,270.0361386191477,652.9976680535198,2.890000000000001,142.95,-20.8498164951925,142.19195097470137
2396,1209.357,648.84,141.76,270.0221870262737,645.600048404583,270.0104634454403,647.8227829149953,3.240000000000002,142.01,-14.83839674970045,141.88120199481537
2397,1209.865,648.84,141.76,269.95471883489114,645.3202015278928,269.9456668559678,640.3664162455945,3.520000000000003,141.25,-7.19924973072807,141.13788287315538
2398,1210.373,649.55,141.75,269.87222074724167,645.6916057221125,270.0831416367362,648.0897874385897,3.86,140.31,-14.401248308703202,142.71345721643783
2399,1210.883,650.97,141.73,269.79004516412317,646.7643423226114,269.78505633864705,645.6976147434135,4.210000000000001,139.36,-10.526570788098866,139.24840077709393
2400,1211.592,651.54,141.73,269.70599641664535,647.0085180273904,269.6396301996923,644.4519087532827,4.539999999999999,138.41,-8.67197160083549,137.5774499207195
2401,1211.897,652.39,141.72,269.62305369918613,647.5240132226758,269.5802558493418,654.7367955623715,4.880000000000003,137.46,-18.353643160669662,136.80609953500027
2402,1212.404,652.95,141.72,269.5391598881122,647.7609525897651,269.6829752290493,654.1684434661782,5.210000000000001,136.51,-17.219121092731257,138.01183192661784
2403,1212.912,653.66,141.71,269.4554536585223,648.149272930241,269.28533269370473,641.7207676276244,5.539999999999999,135.55,-3.715902553832393,133.50992949576764
2404,1213.622,654.37,141.7,269.3727215819018,648.5288660499237,269.33793412843033,651.8289751479939,5.880000000000003,134.6,-13.368070824341885,133.9837900288812
2405,1213.926,655.08,141.7,269.28834262991285,648.9300563234839,269.2485239242557,653.6267824732915,6.200000000000003,133.64,-14.486867333696864,132.91763697127539
2406,1214.635,655.78,141.7,269.2040436124099,649.3126541967282,269.2084480805887,621.5031815262747,6.530000000000001,132.68,19.12613292804474,132.90394803830563
2407,1214.941,656.49,141.69,269.12073937644226,649.7065012757683,269.1483015710033,609.7645300233646,6.859999999999999,131.72,31.870346710725926,132.40438124723846
2408,1215.347,656.49,141.69,269.0356166858155,649.401987215931,268.9954737998892,682.3460011316175,7.18,130.76,-42.44915631719937,129.43474058411732
2409,1215.854,657.2,141.69,268.95156105919773,649.8087888756199,268.9619361939896,651.8110589989673,7.5,129.8,-10.454704619428412,129.5923545450458
2410,1216.665,658.62,141.67000000000002,268.8706059609424,650.9264542941852,268.8793061714978,641.4548783640104,7.82,128.84,1.5910577600928946,128.81700796064388
2411,1216.868,658.62,141.67000000000002,268.7855082295197,650.6161579610516,268.7521987473021,666.5424420396895,8.149999999999999,127.88,-24.074305149258066,126.79976837437644
2412,1217.376,660.04,141.66,268.7049386866362,651.7364788010565,268.65056831645427,648.6526535094106,8.469999999999999,126.93,-4.304291906523531,126.01045232723726
2413,1217.883,660.75,141.65,268.62139197286547,652.1487696070583,268.7467285532327,657.5913682562992,8.79,125.96,-12.774922462419795,126.9151589526711
2414,1218.592,661.46,141.64,268.5388511218125,652.5721869647832,268.8258495660987,627.6520460437368,9.1,125.0,18.581026470515894,128.463771042839
2415,1218.898,662.17,141.64,268.472322534832,653.0421151809429,268.54461489820653,665.2626118024551,9.36,124.23,-19.155218049318705,124.32975653430461
2416,1219.609,662.88,141.63,268.3899669122104,653.4579784500302,268.2540002135075,640.0773352766495,9.68,123.27,7.441059802210589,121.65033253478643
2417,1219.912,663.58,141.62,268.30681445774525,653.8654898371683,268.08658808316636,654.4535411208254,10.0,122.3,-6.5176190623484445,119.23354081382551
2418,1220.622,664.29,141.62,268.2238200462644,654.2943670856414,268.180198421258,654.6747201101313,10.310000000000002,121.34,-6.069777997561573,120.32118575597195
2419,1220.927,665.0,141.61,268.14178081534766,654.7142963155761,268.36663402976694,666.3045439702512,10.630000000000004,120.38,-17.335159233208856,122.15298152526736
2420,1221.636,665.5699999999999,141.61,268.0585580623705,654.9959851021988,268.10269998193047,662.6017884023016,10.950000000000005,119.42,-12.876989055175954,119.13560136856618
2421,1221.941,666.28,141.61,267.9758702831209,655.4289609866198,268.4170639699576,654.0609478287171,11.259999999999998,118.46,-3.5335458391444945,123.10005308095938
2422,1222.653,666.99,141.6,267.893259736048,655.8533069216012,268.0654205838433,655.8228707868471,11.579999999999998,117.49,-4.501347586683096,118.91862203703367
2423,1222.958,667.69,141.59,267.8116285946109,656.2786325944187,267.77888332770294,654.2732074276797,11.89,116.53,-2.093122021939962,115.6123078316599
2424,1223.464,668.41,141.59,267.7283943646868,656.7160732767243,267.6674423224849,665.7941005551298,12.21,115.56,-13.114418561279763,113.82924957889885
2425,1223.87,668.41,141.59,267.64359708495715,656.4450869646295,267.66270413598545,652.8914522427002,12.520000000000003,114.6,0.09532641149507981,114.31196683770806
2426,1224.377,669.11,141.57999999999998,267.5621650663785,656.8644886884965,267.57663698765657,666.889435458602,12.840000000000003,113.64,-13.4907059205334,112.69172185464487
2427,1224.885,670.53,141.56,267.483630986573,658.0145108582333,267.5117277628514,659.2193547155396,13.15,112.67,-4.187141961877387,112.2395819736297
2428,1225.696,671.24,141.56,267.4016656005349,658.4469571651159,267.1365057341534,648.4935679713113,13.47,111.71,7.70392336065072,108.37055257734269
2429,1225.897,671.24,141.56,267.3169585331162,658.1815157690164,267.54355351615635,657.335183625813,13.78,110.75,-1.5648114242292195,112.6970996647245
2430,1226.709,672.66,141.54,267.23896810326374,659.3253909868783,267.47917607601227,626.8126633176912,14.099999999999994,109.78,31.127350724973667,113.29646893737805
2431,1226.913,673.37,141.54,267.1573700029394,659.771839350544,267.15236512626404,662.002087950959,14.409999999999997,108.82,-3.9972935394382603,107.84668900105868
2432,1227.427,674.08,141.53,267.09348070537544,660.2693744222885,267.31090246386816,660.2378547897504,14.659999999999997,108.05,-1.5725067835808204,109.79588717646253
2433,1228.036,674.79,141.53,267.0094546805183,660.7097827336901,267.03707635928714,642.1603858196922,14.980000000000004,107.06,17.792033336576083,107.5244952422635
2434,1228.645,675.5,141.52,266.9281368610642,661.1500018150193,266.892216126145,658.15327490055,15.299999999999995,106.09,2.2298859352569025,104.96525846766798
2435,1228.949,676.21,141.52,266.84697505607056,661.6015357448923,266.8793493285566,665.8548714480738,15.61,105.13,-4.930283006492573,104.38453792863363
2436,1229.456,676.92,141.51,266.76587529762674,662.0444113501751,266.71329606594185,660.9179232586955,15.930000000000009,104.16,0.9396644770959028,102.69060660046256
2437,1229.964,677.48,141.51,266.6841838105156,662.3488459263745,267.1079919704723,664.0267408982909,16.239999999999995,103.2,-1.9325614966320472,107.1874555948809
2438,1230.674,678.19,141.5,266.60333597641954,662.8043621612641,266.50940385408313,666.8973926526182,16.549999999999997,102.23,-3.7623671531403033,99.90235161208435
2439,1230.978,678.9,141.5,266.52254695537437,663.2512146992269,266.5318188143393,660.6185056403182,16.870000000000005,101.27,3.3521948233642433,100.55827766842759
2440,1231.486,679.61,141.49,266.44192045659463,663.709364857842,266.4047467127295,669.7220988135458,17.180000000000007,100.3,-5.153393034050623,98.46529298155508
2441,1231.895,679.61,141.49,266.35659741377765,663.4509158181937,266.2328946621326,661.0983334452131,17.5,99.33,3.7944797912412014,96.99207887277569
2442,1232.405,680.3199999999999,141.48,266.2769713684252,663.9111176957349,266.3010815969156,668.6262779152976,17.810000000000002,98.37,-3.2441250283665113,97.28884881417306
2443,1232.912,681.03,141.48,266.19567756060724,664.3639487509839,266.19581759816816,664.158286943124,18.129999999999995,97.4,2.115477253181325,96.33676977145075
2444,1233.422,682.45,141.46,266.1212716839452,665.5344322422394,266.2608670239782,671.5045867246954,18.44,96.44,-4.025419069784675,96.59678220684145
2445,1233.93,682.45,141.46,266.0361193647644,665.2914925805079,265.9859698563839,673.6890762986757,18.75,95.47,-6.034736955045787,93.14703922772362
2446,1234.439,683.16,141.45,265.956875854946,665.7468675855711,266.04415315179637,632.5528018849253,19.069999999999997,94.51,36.669246228407474,96.7435691558943
2447,1234.948,684.5699999999999,141.44,265.88126873407,666.9123976205569,265.9690165551847,679.738744759085,19.379999999999995,93.54,-10.08281499548184,92.48764949909713
2448,1235.456,685.28,141.43,265.8190306087324,667.4261892524146,265.9121358080183,666.8466096087303,19.629999999999995,92.77,3.8501968688975694,92.72957727994884
2449,1236.166,685.99,141.43,265.73847817078854,667.8865311563035,265.66055779897613,671.4730499875409,19.950000000000003,91.8,0.05451565173666495,89.37936216746223
2450,1236.471,686.71,141.42000000000002,265.65902144947006,668.3673769716772,265.6618499890836,653.0189889189334,20.260000000000005,90.83,19.62490563341214,90.81491204576992
2451,1236.978,687.42,141.42000000000002,265.57954707622883,668.829565808809,265.98875180217385,681.7892064847197,20.58,89.87,-9.345136592992162,92.55997697879994
2452,1237.485,688.12,141.42000000000002,265.499329195303,669.293824340252,265.6345337030536,668.908183365818,20.89,88.9,4.828247216153613,89.25782247572826
2453,1237.993,688.83,141.41,265.4209964513291,669.7677640794606,265.1503625074112,669.9669453249223,21.200000000000003,87.94,4.922636421118682,83.38397795031375
2454,1238.601,689.4,141.41,265.34095050032806,670.104228460021,265.3169560884856,675.9191211811383,21.510000000000005,86.98,-0.7506889631998774,84.87490318133125
2455,1239.006,690.11,141.4,265.2619027276869,670.571555093116,265.36148416932343,665.6750234953256,21.83,86.01,10.376033829776361,86.24998446746633
2456,1239.412,690.8199999999999,141.39,265.1838877134111,671.0492813497381,265.26324864679316,669.9850505954703,22.14,85.05,6.781153958618461,84.71001611232688
2457,1239.921,690.8199999999999,141.39,265.0990353361487,670.8125861222342,265.1033201079113,668.4861547870867,22.459999999999997,84.08,8.472005349210463,82.93197174171118
2458,1240.731,692.23,141.38,265.0254951244291,671.9911342421119,265.09197308592434,675.3665767469491,22.77,83.11,2.8706196922609024,82.18376613215824
2459,1240.933,692.23,141.38,264.9416312087815,671.766265452501,265.0148345537926,689.1492589527677,23.08,82.15,-11.11566245213055,80.02872221545476
2460,1241.44,692.94,141.37,264.8630587610512,672.2400223878374,265.15982216376676,669.974787795816,23.40000000000001,81.18,9.015059755323591,83.45621539964318
2461,1241.947,694.36,141.35,264.79186006154487,673.4302483553882,264.79115906521696,654.4536457996146,23.709999999999997,80.22,26.65721539811875,80.48040277234608
2462,1242.757,695.0699999999999,141.35,264.7128190767846,673.9172890644667,264.58538536147677,651.2084314408384,24.02,79.25,30.899936874982814,78.39651426546904
2463,1242.96,695.78,141.34,264.63550468442486,674.3937841498837,264.814267635871,676.5219220913312,24.340000000000003,78.29,5.536854479623116,78.69625491987529
2464,1243.467,696.49,141.34,264.557534971288,674.8824087943025,264.9043931846644,699.2947712349654,24.65000000000001,77.33,-17.08884584727059,77.70993410655528
2465,1243.975,697.2,141.32999999999998,264.49705532511985,675.4127944449972,264.7237430854873,676.0084745112728,24.90000000000001,76.56,7.5804755811120685,77.64415409995442
2466,1244.683,697.91,141.32999999999998,264.41845993152486,675.9046068788109,264.4192967206634,672.0609002765189,25.209999999999997,75.59,12.663633455468926,74.37400240747775
2467,1244.987,698.62,141.32,264.34158135039314,676.3857658171112,264.3553113236628,675.6399710607226,25.53,74.63,9.79994453519555,73.23814107905487
2468,1245.696,699.33,141.32,264.26321233251883,676.880089602287,264.2403068081046,679.9066456523007,25.840000000000003,73.66,6.298951197037354,71.41700634990069
2469,1246.001,700.04,141.31,264.1857136523073,677.3647162349099,264.20034527549603,674.828040091258,26.16,72.69,12.234148003636733,71.44941692734041
2470,1246.711,700.75,141.31,264.10757191260984,677.8615540801823,264.14020154891335,693.3463435175039,26.47,71.72,-5.854551462596646,68.79056983345272
2471,1247.015,701.31,141.3,264.0299071354458,678.2083842743319,263.88936950320897,699.9544488448979,26.78,70.75999999999999,-11.701677990231701,64.96722966824802
2472,1247.725,702.02,141.29,263.95356708222096,678.6956803310302,264.01646496571124,675.5294878518043,27.099999999999994,69.80000000000001,13.727193689430806,69.14748315439775
2473,1248.232,702.73,141.29,263.8765879110067,679.1951891025143,263.88284408881583,682.4309136975093,27.41,68.84,7.577228563229141,66.78906830605023
2474,1248.738,703.44,141.28,263.7997220225487,679.6959220857516,263.86800807076145,607.9578090943108,27.72,67.87,84.16586528769199,74.74893611315453
2475,1248.944,703.44,141.28,263.7163314077576,679.4821976328741,263.8641132159424,678.1933907646224,28.040000000000006,66.91,12.627988461913787,67.0158373151377
2476,1249.455,704.86,141.26,263.64707360730904,680.690004701112,263.686545722156,686.0564485635535,28.349999999999994,65.94,6.274807699192706,63.96943024279527
2477,1249.958,704.86,141.26,263.56385171153414,680.488852517071,263.67863496753307,672.3535197314741,28.66,64.97999999999999,20.238443825623335,65.41866568409041
2478,1250.77,706.27,141.25,263.4939411554783,681.680102174033,263.487599457744,671.3780757260001,28.980000000000004,64.00999999999999,22.897988827714926,63.239768141487886
2479,1250.974,706.27,141.25,263.4107954277883,681.4815921211665,263.468300137633,682.6899249148021,29.290000000000006,63.05000000000001,11.41081624954927,61.69133841584545
2480,1251.481,706.98,141.25,263.3336977282536,681.9908747923245,263.27375421401445,679.0414723030246,29.599999999999994,62.08000000000001,16.106982966534247,59.77021661488919
2481,1251.99,708.4,141.24,263.26527413922463,683.1942072353951,263.29295599237497,682.032807026067,29.92,61.120000000000005,14.456139563212787,59.633839097045154
2482,1252.5,709.11,141.23,263.2065479359784,683.7405194955174,263.29000858505293,698.9384178967023,30.17,60.35,-2.03040872274471,57.564476998313594
2483,1253.007,709.81,141.23,263.12975728582063,684.243137634569,262.81745038987793,670.7896719800414,30.480000000000004,59.38,27.995217807767744,55.30772639749321
2484,1253.515,710.38,141.22,263.0533239017621,684.6055918556319,263.1559329414446,705.1878033630031,30.8,58.41999999999999,-6.919397986078479,55.127643523637076
2485,1254.023,711.23,141.21,262.97910639271277,685.2583104202386,262.9752615319818,689.8421924287123,31.11,57.44999999999999,9.808830202615809,54.77887652591251
2486,1254.733,711.94,141.21,262.9035855267621,685.7732488220871,262.8917541864306,685.9056887440918,31.42,56.49000000000001,14.647401294938277,54.25570490155269
2487,1255.037,712.65,141.2,262.82807389154806,686.2794551055714,262.8622942267567,719.7761760758699,31.739999999999995,55.52000000000001,-19.02836527265265,49.57562136342317
2488,1255.747,713.36,141.19,262.7536065268739,686.7955103231238,262.76974715822433,687.5911692666828,32.05,54.56,14.541141901506194,52.53374977155788
2489,1256.051,713.9300000000001,141.19,262.6761097169052,687.1764146854867,262.6620066734231,689.064799983359,32.36,53.59,13.781755131674686,51.027007854413014
2490,1256.761,714.63,141.18,262.60163933850845,687.6749995455702,262.6334763142578,687.8926964306052,32.68000000000001,52.63,15.71761852198722,50.82234196780793
2491,1256.964,714.63,141.18,262.51814562148377,687.4932145119689,262.5015197911318,683.4542454291934,32.989999999999995,51.66,20.435770459489504,49.80632871024524
2492,1257.773,716.05,141.16,262.4526350381105,688.7166137824759,262.47283585539225,700.5238849460811,33.3,50.69999999999999,4.564870002689531,47.14801989665291
2493,1257.976,716.05,141.16,262.3691182301475,688.5275229066737,262.2585380942278,644.8837323776753,33.620000000000005,49.72999999999999,61.40391178297875,52.16593633708716
2494,1258.788,717.47,141.15,262.30314733919045,689.7543011826747,262.30089030057127,682.7718896479042,33.93000000000001,48.77000000000001,24.292738726897824,47.43972514871905
2495,1258.994,717.47,141.15,262.21982814133224,689.5777370246229,262.02257407231815,688.9298340403412,34.239999999999995,47.80000000000001,18.508504197921525,43.19817691204598
2496,1259.501,718.1800000000001,141.15,262.1452402803734,690.0946895173155,261.91944618030686,719.9621827064994,34.56,46.84,-12.080283208480864,37.4714292722182
2497,1260.008,719.6,141.14,262.07981686627113,691.324555111418,262.07328842223524,690.5868078545882,34.870000000000005,45.88,18.87076843305158,43.572788740350546
2498,1260.718,720.31,141.13,262.005637465141,691.8536010602242,261.92406943488135,690.1696405230794,35.18000000000001,44.91,20.260384164564698,41.798208939090145
2499,1261.023,721.02,141.13,261.93063606696603,692.3753075464202,262.1692665484905,694.2222259515878,35.5,43.94,16.438647973007164,44.229302935695216
2500,1261.53,721.73,141.12,261.87375649082185,692.9377770767012,262.0189730091254,662.6685662573086,35.75,43.16999999999999,49.41809115656986,46.85974028720068
2501,1262.037,722.44,141.12,261.7999075062979,693.470037204204,260.9452427981533,697.7313578680983,36.06,42.21000000000001,16.53915993995679,28.62463741202643
2502,1262.748,723.15,141.11,261.7260531133436,693.9935516991494,261.89344904436774,670.8668570086718,36.38,41.24000000000001,42.73119055357108,44.19268984337536
2503,1263.052,723.86,141.1,261.6532461719965,694.5266598914689,261.65861583888403,701.7189049984399,36.69,40.28,12.57133520093248,36.80945986272643
2504,1263.56,724.5699999999999,141.09,261.5797355913803,695.0623520951195,261.71185471873736,700.5199421964849,37.0,39.31,14.400214984809168,37.63749211924417
2505,1264.068,725.14,141.09,261.5045130813979,695.4508321944837,261.56873286694054,678.083355418512,37.31999999999999,38.35,37.96815811694012,39.23408316912075
2506,1264.474,725.85,141.07999999999998,261.43121495897606,695.9888349679181,261.51332475379377,697.7426442610548,37.63,37.38,18.857058456576738,35.5872823570476
2507,1265.286,726.56,141.07,261.3588434419453,696.5264725048144,261.47931628231726,698.9299263918637,37.94,36.41999999999999,18.42688351113361,34.977437441923044
2508,1265.591,727.27,141.07,261.28483420013777,697.0583652033738,260.9152683028699,660.1069006395822,38.260000000000005,35.44999999999999,59.489918417836066,34.29146979887855
2509,1266.096,727.98,141.06,261.21268680762125,697.5982461273825,261.31339641394965,689.1146190005472,38.56999999999999,34.49000000000001,30.097274874576556,34.43592434504751
2510,1266.503,728.69,141.06,261.13902931891687,698.1423119250115,261.2339183932212,701.9606816832945,38.88,33.52000000000001,17.94910735731878,31.462290489081155
2511,1267.01,728.69,141.06,261.05711844684134,697.974720244222,261.0871090272241,707.259408371459,39.2,32.56,12.869396736678482,28.800477336539913
2512,1267.517,729.39,141.05,261.0005069949822,698.4784620874146,260.7398489798604,683.7669613354884,39.510000000000005,31.789999999999992,38.01670664660094,28.326966931110746
2513,1268.328,730.81,141.04,260.9217214230212,699.7553488184282,260.90055457629546,712.4035281003648,39.81999999999999,30.629999999999995,10.155004394921662,25.616925873771308
2514,1268.734,731.52,141.04,260.8491956814551,700.2924969610913,260.96963043088846,706.3135923570636,40.14,29.669999999999987,16.888031926373856,27.465090936113867
2515,1269.038,731.52,141.04,260.76679188251995,700.1414289270418,260.7603881705737,691.0273916121224,40.45,28.69999999999999,32.7647174601143,27.37052204300322
2516,1269.546,732.23,141.03,260.69442526207763,700.6809699142685,260.60522964671173,698.6611136364683,40.77,27.72999999999999,26.069436609339505,24.19209677201816
2517,1270.053,733.65,141.02,260.632551819927,701.9303864344383,260.6008986806741,707.4691801973215,41.08,26.77000000000001,18.59576911018553,22.655062636247763
2518,1270.561,734.36,141.01,260.5766955521095,702.5099154460383,260.6669339684858,732.088845190056,41.33,25.99000000000001,-5.718528227549427,19.378890828994386
2519,1271.067,735.0699999999999,141.01,260.50485359578636,703.0622485242683,260.3224835817514,665.1701123461617,41.64,25.03,63.317054080486514,26.45645424899371
2520,1271.573,735.78,141.0,260.43298920468845,703.6058243079003,260.4223939223613,703.7589516120615,41.96,24.06,24.846059484965053,21.040321622886637
2521,1272.082,736.34,140.99,260.36013049612154,704.010807445454,260.3692400105726,701.8002660048456,42.27,23.099999999999994,27.495997571174144,20.706536737622613
2522,1272.791,737.06,140.98,260.288612033576,704.5664648562263,260.2616167577026,706.8566115288313,42.59,22.129999999999995,23.33772848050785,18.48905884955778
2523,1273.298,737.76,140.98,260.21706833188654,705.1133637224584,260.1699154385757,708.1939296701289,42.900000000000006,21.169999999999987,22.88475323293551,17.113006640614714
