,Time,X,Y,BAO,RAO,X_n,Y_n,RAO_n,BAO_n
0,101.922,0.00029,-0.062,3.1369152683457595,0.06200067822209689,1.690815703800356,-0.5279373705408328,1.752526382022453,3.128783127121737
1,102.023,0.00147,-0.14942,3.1317549305466623,0.14942723078475356,0.0342901636785844,0.25809628299650783,0.18224739446333796,3.1388674314404406
2,102.131,0.00391,-0.25744,3.126405816289675,0.25746969083758187,-0.7850130286257386,-0.2553744270940519,-0.5314533377881567,3.126441867337824
3,102.235,0.00745,-0.3695,3.121433003474916,0.36957509724006027,0.006559614142068637,-2.124224306345421,0.3686847113821289,3.0908072868644147
4,102.341,0.01228,-0.48846,3.1164577113938385,0.48861433667054843,1.0299380056634933,0.11203851591954939,1.5062723423340416,3.1269383876499743
5,102.447,0.01823,-0.60788,3.1116121676629622,0.6081532925998181,-0.6071989739667597,-0.7794282611957212,-0.017275681366941575,3.1086180856790255
6,102.551,0.02521,-0.72661,3.106911199119744,0.727047203556963,0.5305093741967516,-0.987966415191647,1.2323465777537146,3.1023496691534405
7,102.658,0.0335,-0.8488,3.1021456435519354,0.8494608231107542,-0.2092490786725466,-2.302041412490791,0.6067117444382076,3.076781796077638
8,102.764,0.04283,-0.96986,3.097460314645441,0.9708052474621262,0.5974103118918879,-0.8459790947129616,1.525385559354014,3.0996224443230513
9,102.867,0.05306,-1.0887,3.092894161191946,1.0899922263942987,0.3275199237599636,-2.61522453186984,1.3644521501542624,3.066251281998352
10,102.973,0.06457,-1.21007,3.0882826632080005,1.2117915207658452,1.7152696911864755,-1.055734464543642,2.862491211952321,3.0909763264545425
11,103.077,0.07689,-1.32927,3.083813258689122,1.3314919470278443,-0.3102499432863881,0.6998022207611119,0.9443520037414562,3.1192272497021563
12,103.18,0.09022,-1.44842,3.079384460940261,1.451227116891081,0.044833970139353904,-2.899098699146575,1.405841087030435,3.0540653412516052
13,103.284,0.10465,-1.56838,3.0749665135250672,1.5718675029721811,-0.30057785542768667,-3.856695101971723,1.1666396475444945,3.035027880672551
14,103.388,0.11999,-1.68738,3.070601909588107,1.6916408792944206,1.1693865493432547,-2.1038543185200185,2.741037428637675,3.0633330614799332
15,103.492,0.13641,-1.80695,3.066243724135707,1.8120916065696016,-0.6061435252045677,-0.7344798684245046,1.069538081365034,3.0849618590609964
16,103.596,0.15378,-1.92599,3.061917030551435,1.9321195016095667,-1.4972955894058388,-1.390560643673909,0.2810439122037278,3.0712620357311593
17,103.703,0.17281,-2.04902,3.0574538875981045,2.0562943020151567,-1.8916048031211756,-2.711179339666809,-0.008120501106018807,3.0458970269480874
18,103.804,0.19164,-2.16438,3.0532802796831806,2.172847595667952,-1.0125798455997326,-0.7024043727864759,0.9686277500682192,3.078796567961966
19,103.909,0.21232,-2.28472,3.0489283688624913,2.294564285610669,1.978480877929334,-2.614133751913065,4.060725163540003,3.0431790142902604
20,104.015,0.23435,-2.40723,3.0445459113151556,2.41861038520056,1.0750832421435357,-2.5872164012523506,3.2593436273440957,3.0414045560044864
21,104.118,0.25665,-2.52647,3.0403555116898313,2.5394723631888576,0.824711887327982,-3.279307196421465,3.1075342505168395,3.0272160238807935
22,104.224,0.28051,-2.64934,3.0361064629494208,2.664148699997806,-1.4278292031670559,-4.452438658479741,0.95580949683075,3.0046364546206563
23,104.331,0.30544,-2.77308,3.031890182046235,2.789850583812689,0.688561851757512,-0.5254849471923007,3.172972435570201,3.0711181159692655
24,104.437,0.33116,-2.8962,3.027744166678172,2.9150714203257526,0.600571630507887,-3.4208046194008523,3.1844830508336397,3.0185880887984555
25,104.544,0.3579,-3.01985,3.0236270943363164,3.0409844512098383,2.2699188623319406,-2.7825481533628063,4.953003313541779,3.027768792881198
26,104.649,0.38506,-3.14128,3.0196205385280273,3.1647924484869465,0.48649398521161547,-2.8887022644446825,3.266226433698562,3.0240288516306992
27,104.754,0.41292,-3.26189,3.015673229301406,3.2879217293755643,0.2805428024331529,-3.5713663405888805,3.155544531808717,3.0102718482011066
28,104.858,0.44159,-3.38223,3.011765236606086,3.4109355756155813,-0.9933734660355542,-2.880605876818959,1.9759721095800271,3.0205202291630244
29,104.965,0.47203,-3.50652,3.0077821070492656,3.538148503285299,0.37725454956010585,-2.313434077655989,3.4433730528454047,3.028605384653362
30,105.068,0.50215,-3.62665,3.004006333349762,3.66124908262194,0.13333153155215366,-5.533019878530468,3.2924306141740938,2.970733902208561
31,105.174,0.53395,-3.75063,3.0001801377548634,3.7884466472949043,0.4343393681051355,-2.0510927032533193,3.6888360154000397,3.029842659343537
32,105.279,0.56625,-3.87376,2.996444828446271,3.9149272790308633,0.1828268770684875,-4.763616861020749,3.5315041560993508,2.9809138963499975
33,105.386,0.5998,-3.99878,2.9927068637302194,4.043513512825202,-0.593791922258183,-5.048796811075373,2.8499215905670185,2.9743806131756627
34,105.491,0.63322,-4.12068,2.989116571321929,4.169049199853607,0.33302626319983697,-5.300662093458206,3.8688554630534435,2.9685219986765077
35,105.598,0.66803,-4.24492,2.985501195633357,4.297163004506578,2.1656691155975833,-4.52755523607538,5.794802120104161,2.98056828018169
36,105.709,0.70509,-4.37437,2.9817805863287976,4.43083116412711,0.8137383714947302,-2.936130479266243,4.53947953562184,3.006882601397907
37,105.811,0.7397,-4.49277,2.9784142714846245,4.553255798096567,2.2430185204169106,-4.705502967017561,6.056574318513477,2.9747013807826317
38,105.916,0.77609,-4.6148,2.9749776093603604,4.679604120873901,1.108064215488498,-3.87977341562264,5.011578336362399,2.9878062433474333
