,Unnamed: 0,Time,X,Y,BAO,RAO,X_n,Y_n,RAO_n,BAO_n,X_o,Y_o
0,0,101.922,0.00029,-0.062,3.1369152683457595,0.06200067822209689,1.690815703800356,-0.5279373705408328,1.752526382022453,3.128783127121737,0.0,0.0
1,1,102.023,0.00147,-0.14942,3.1317549305466623,0.14942723078475356,0.0342901636785844,0.25809628299650783,0.18224739446333796,3.1388674314404406,0.0,0.0
2,2,102.131,0.00391,-0.25744,3.126405816289675,0.25746969083758187,-0.7850130286257386,-0.2553744270940519,-0.5314533377881567,3.126441867337824,0.0,0.0
3,3,102.235,0.00745,-0.3695,3.121433003474916,0.36957509724006027,0.006559614142068637,-2.124224306345421,0.3686847113821289,3.0908072868644147,0.0,0.0
4,4,102.341,0.01228,-0.48846,3.1164577113938385,0.48861433667054843,1.0299380056634933,0.11203851591954939,1.5062723423340416,3.1269383876499743,0.0,0.0
5,5,102.447,0.01823,-0.60788,3.1116121676629622,0.6081532925998181,-0.6071989739667597,-0.7794282611957212,-0.017275681366941575,3.1086180856790255,0.0,0.0
6,6,102.551,0.02521,-0.72661,3.106911199119744,0.727047203556963,0.5305093741967516,-0.987966415191647,1.2323465777537146,3.1023496691534405,0.0,0.0
7,7,102.658,0.0335,-0.8488,3.1021456435519354,0.8494608231107542,-0.2092490786725466,-2.302041412490791,0.6067117444382076,3.076781796077638,0.0,0.0
8,8,102.764,0.04283,-0.96986,3.097460314645441,0.9708052474621262,0.5974103118918879,-0.8459790947129616,1.525385559354014,3.0996224443230513,0.0,0.0
9,9,102.867,0.05306,-1.0887,3.092894161191946,1.0899922263942987,0.3275199237599636,-2.61522453186984,1.3644521501542624,3.066251281998352,0.0,0.0
10,10,102.973,0.06457,-1.21007,3.0882826632080005,1.2117915207658452,1.7152696911864755,-1.055734464543642,2.862491211952321,3.0909763264545425,0.0,0.0
11,11,103.077,0.07689,-1.32927,3.023875611177855,0.8249793967124269,-0.3102499432863881,0.6998022207611119,0.4378394534260388,3.0592896021908893,-0.02,-0.51
12,12,103.18,0.09022,-1.44842,2.044970532302319,0.28125032408870215,0.044833970139353904,-2.899098699146575,0.23586429422805605,2.019651412613663,-0.16,-1.32
13,13,103.284,0.10465,-1.56838,0.6863339450059327,0.7647874521067929,-0.30057785542768667,-3.856695101971723,0.3595595966791062,0.6463953121534164,-0.38,-2.16
14,14,103.388,0.11999,-1.68738,0.5417728975481508,1.5320102690582722,1.1693865493432547,-2.1038543185200185,2.581406818401527,0.5345040494399769,-0.67,-3.0
15,15,103.492,0.13641,-1.80695,0.5192882338719671,2.3302393419131864,-0.6061435252045677,-0.7344798684245046,1.5876858167086185,0.5380063687972563,-1.02,-3.83
16,16,103.596,0.15378,-1.92599,0.5282414412122767,3.142325471446266,-1.4972955894058388,-1.390560643673909,1.4912498820404272,0.5375864463920009,-1.43,-4.64
17,17,103.703,0.17281,-2.04902,0.5456706451319068,3.955382997447908,-1.8916048031211756,-2.711179339666809,1.8909681943267325,0.5341137844818895,-1.88,-5.43
18,18,103.804,0.19164,-2.16438,0.5662284440062106,4.7937848798209535,-1.0125798455997326,-0.7024043727864759,3.589565034221221,0.5917447322849958,-2.38,-6.21
19,19,103.909,0.21232,-2.28472,0.5897895011198497,5.649763646454603,1.978480877929334,-2.614133751913065,7.415924524383937,0.5840401465476189,-2.93,-6.98
20,20,104.015,0.23435,-2.40723,0.6130436124002889,6.507844297107915,1.0750832421435357,-2.5872164012523506,7.34857753925145,0.6099022570896198,-3.51,-7.73
21,21,104.118,0.25665,-2.52647,0.6355263038509865,7.37304845253305,0.824711887327982,-3.279307196421465,7.941110339861032,0.6223868160419487,-4.12,-8.46
22,22,104.224,0.28051,-2.64934,0.6580631685178854,8.24170782639739,-1.4278292031670559,-4.452438658479741,6.533368623230333,0.6265931601891211,-4.76,-9.17
23,23,104.331,0.30544,-2.77308,0.6788432472204495,9.118494211217111,0.688561851757512,-0.5254849471923007,9.501616062974623,0.7180711811434797,-5.42,-9.87
24,24,104.437,0.33116,-2.8962,0.696408801258118,9.8074594358376,0.600571630507887,-3.4208046194008523,10.076871066345488,0.6872527233784014,-5.96,-10.42
25,25,104.544,0.3579,-3.01985,0.7164754132462865,10.701341010943441,2.2699188623319406,-2.7825481533628063,12.613359873275382,0.7206171117911682,-6.67,-11.09
26,26,104.649,0.38506,-3.14128,0.7339813205492851,11.607492943870351,0.48649398521161547,-2.8887022644446825,11.708926929081967,0.738389633651957,-7.39,-11.76
27,27,104.754,0.41292,-3.26189,0.7506184062834208,12.509941658477068,0.2805428024331529,-3.5713663405888805,12.377564460910222,0.7452170251831215,-8.12,-12.41
28,28,104.858,0.44159,-3.38223,0.7666336637202324,13.422797215968062,-0.9933734660355542,-2.880605876818959,11.987833749932507,0.7753886562771712,-8.87,-13.05
29,29,104.965,0.47203,-3.50652,0.7818742222368784,14.33703963275892,0.37725454956010585,-2.313434077655989,14.242264182319026,0.8026974998409748,-9.63,-13.68
30,30,105.068,0.50215,-3.62665,0.7960023868816283,15.257040173146297,0.13333153155215366,-5.533019878530468,14.88822170469845,0.7627299557404272,-10.4,-14.3
31,31,105.174,0.53395,-3.75063,0.8096391291817584,16.17863292739532,0.4343393681051355,-2.0510927032533193,16.079022295500454,0.8393016507704318,-11.18,-14.91
32,32,105.279,0.56625,-3.87376,0.8221854619213042,17.11117968464185,0.1828268770684875,-4.763616861020749,16.72775656171034,0.8066545298250305,-11.97,-15.52
