,Time,X,Y,BAO,RAO,X_n,Y_n,BAO_n,RAO_n,X_o,Y_o
81,48.444,-137.06,-101.61,4.089916347962291,103.01077467915674,-135.19994432777287,-103.10727364235659,4.06378399309984,104.87083035138389,-53.37,-41.55
82,48.951,-136.37,-101.45,4.086392892675864,101.34752735020228,-135.89366229974274,-100.33770951434092,4.105806023889222,101.82386505045953,-54.24,-42.07
83,49.458,-135.68,-101.28,4.082773916859649,99.67160929773333,-136.37659101565862,-100.69702969671404,4.092948668093339,98.97501828207473,-55.12,-42.59
84,49.965,-135.0,-101.11,4.079234230010734,98.007245650513,-136.07089250799487,-101.92220858143173,4.065058516051797,96.93635314251813,-55.99,-43.12
85,50.476,-134.31,-100.95,4.075343680435028,96.34800776352358,-135.12708024682885,-100.75769230118108,4.078700082956352,95.53092751669473,-56.86,-43.64
86,50.983,-133.62,-100.78,4.071401490563455,94.68429912081518,-133.71098126603277,-99.82588479227793,4.0880539423815545,94.59331785478241,-57.73,-44.16
87,51.488,-132.93,-100.61,4.067404256957914,93.0161023694285,-133.87027911423894,-100.7412756500925,4.065113064636104,92.07582325518955,-58.6,-44.69
88,51.995,-132.24,-100.44,4.063173898268111,91.35549135109505,-131.27892353638651,-99.87922282776505,4.072961306293634,92.31656781470856,-59.47,-45.21
89,52.502,-131.55,-100.28,4.058698476419407,89.70265659388244,-132.87464133558123,-99.61479631504228,4.0703084709183175,88.3780152583012,-60.34,-45.73
90,53.01,-130.86,-100.11,4.054234825213828,88.03945138402443,-131.33841787980458,-99.72461346210535,4.0609610891929515,87.56103350421986,-61.21,-46.26
91,53.517,-130.17,-99.94,4.049806042095666,86.57976206943513,-129.8693195849771,-98.72068111603137,4.071087171252661,86.88044248445804,-61.91,-46.68
92,54.024,-129.48,-99.77,4.044911877449078,84.92640873132454,-129.36344006026462,-101.6238058715077,4.0125568612984654,85.04296867105991,-62.78,-47.2
93,54.533,-128.79,-99.6,4.039823497014992,83.2751703690842,-130.1598597189792,-98.8688456145726,4.052584548381096,81.905310650105,-63.65,-47.72
94,54.941,-128.1,-99.43,4.034624818256927,81.61990443513152,-128.3583163332376,-98.29202093990594,4.054486299674319,81.3615881018939,-64.52,-48.25
95,55.448,-127.41,-99.26,4.029114089184553,79.97324865228371,-127.13656118206897,-100.00906573594553,4.016040425778429,80.24668747021474,-65.39,-48.77
96,55.956,-126.73,-99.09,4.023534142872178,78.34456203209001,-125.64759324027679,-99.89739768152917,4.009442394956525,79.42696879181322,-66.25,-49.29
97,56.463,-126.17,-98.96,4.018233988848111,76.82854287307549,-128.22263550827535,-96.89620444893714,4.054254016302169,74.77590736480015,-67.12,-49.81
98,56.97,-125.48,-98.79,4.01211592530323,75.18312709644367,-127.3907488776222,-98.1535871410207,4.023223425094449,73.27237821882147,-67.99,-50.34
99,57.476,-124.8,-98.62,4.005620921346757,73.54714474403477,-123.86114823104133,-98.47293413689842,4.008187704875167,74.48599651299344,-68.87,-50.86
100,57.983,-124.1,-98.44,3.998935835720604,71.90786118360077,-125.78339684363809,-97.4249850645391,4.0166511883013145,70.22446433996268,-69.73,-51.38
101,58.489,-123.41,-98.27,3.991845278161749,70.26442627674405,-124.85154371663846,-99.61362856489046,3.968394535780564,68.82288256010558,-70.61,-51.91
102,58.996,-122.72,-98.1,3.9844036603041952,68.63881190696704,-123.08166831266496,-97.311495425883,3.9981656612895726,68.27714359430207,-71.48,-52.43
103,59.503,-122.03,-97.93,3.976712084806836,67.01047156974798,-121.7298860942692,-97.11923171421249,3.9908626608645785,67.31058547547877,-72.35,-52.96
104,60.011,-121.35,-97.76,3.9686288950078215,65.40042278150807,-121.79364383054704,-97.93218328655597,3.965623729740515,64.95677895096102,-73.22,-53.48
105,60.518,-120.66,-97.59,3.960031140144646,63.78756148341148,-121.79713678816519,-97.90686545322268,3.954500794700086,62.65042469524628,-74.09,-54.0
106,61.026,-119.97,-97.42,3.9509880295745163,62.17965985754506,-119.3768718481901,-97.71982805397512,3.945755042842803,62.772788009354954,-74.96,-54.52
107,61.532,-119.28,-97.25,3.941584060002588,60.57014528627119,-118.80454044518538,-97.82327425154952,3.9315785367961427,61.045604841085805,-75.83,-55.05
108,62.04,-118.59,-97.08,3.9322488947243737,59.17151341650812,-119.18239159278976,-97.04083135027241,3.9329325166256806,58.57912182371837,-76.53,-55.46
109,62.546,-117.9,-96.91,3.9218324250106718,57.573400108036004,-118.09488150280829,-96.31761475739854,3.9321714979342928,57.37851860522771,-77.4,-55.99
110,62.954,-117.21,-96.74,3.910698207983029,55.989074827148194,-117.03170975839403,-94.99965370460717,3.94107298096252,56.16736506875415,-78.27,-56.51
111,63.561,-116.52,-96.57,3.898917071370454,54.412094243835156,-116.739494504511,-96.79725264975629,3.894950764398325,54.19259973932416,-79.14,-57.03
112,63.967,-115.83,-96.39,3.886701929634298,52.84254441262267,-116.8701310637852,-96.36722203258081,3.8870994801626746,51.802413348837476,-80.0,-57.55
113,64.474,-115.14,-96.22,3.8734656310916806,51.28211579098506,-114.4571710613278,-96.96029564140636,3.8605450347109764,51.96494472965726,-80.87,-58.07
114,64.983,-114.59,-96.09,3.8611209375827964,49.84598880551975,-114.63967226275963,-95.37144323982017,3.873662118910398,49.796316542760124,-81.74,-58.6
115,65.491,-113.9,-95.91,3.8462208337704915,48.29019051525889,-114.02690914901069,-96.42913730114822,3.837160178595538,48.1632813662482,-82.62,-59.12
116,65.998,-113.22,-95.74,3.830691788904986,46.772615920001726,-112.2469068492198,-95.64298043444373,3.8323850997627975,47.74570907078193,-83.48,-59.64
117,66.505,-112.53,-95.57,3.813917474600164,45.246794361589856,-112.13343549425711,-94.39860654978948,3.8343621471426337,45.643358867332736,-84.35,-60.17
118,67.012,-111.84,-95.4,3.795838662068596,43.74252507572009,-110.69468408153037,-95.74720418247402,3.7897788059077295,44.88784099418972,-85.22,-60.69
119,67.518,-111.15,-95.23,3.776478998696037,42.253567896687734,-111.67542971947293,-94.94569106666788,3.781441125675516,41.72813817721482,-86.09,-61.21
120,68.026,-110.46,-95.06,3.7557135426621855,40.78160001765502,-110.5927875352388,-96.95986131928235,3.7225547073094254,40.648812482416226,-86.96,-61.73
121,68.534,-109.77,-94.89,3.7335452965495928,39.32023016209341,-108.4946382653341,-94.87063867250075,3.733883215462012,40.595591896759295,-87.83,-62.26
122,69.041,-109.08,-94.72,3.7095364454148414,37.8880983951425,-108.34362203335154,-95.89291656428017,3.6890651895169726,38.62447636179097,-88.7,-62.78
123,69.546,-108.4,-94.54,3.6840338728605495,36.476108619204446,-107.11179644124161,-95.12826280606231,3.6737667500277413,37.764312177962836,-89.57,-63.3
124,70.055,-107.71,-94.37,3.6563567059111284,35.098445834538026,-107.81766707347332,-95.77142466972738,3.6318972312057114,34.990778761064696,-90.43,-63.82
125,70.561,-107.02,-94.2,3.6261809975102937,33.745192250156165,-107.18694973673158,-94.42980393269077,3.6221701622508085,33.57824251342458,-91.3,-64.34
126,71.069,-106.33,-94.03,3.5968693863445758,32.58959649949658,-106.51536053915171,-93.59149525724418,3.6045227378912754,32.40423596034486,-92.0,-64.76
127,71.574,-105.64,-93.86,3.5617955728673256,31.303183544170068,-105.5796541521315,-92.88421737490492,3.578826192458988,31.363529392038572,-92.87,-65.28
128,72.081,-104.95,-93.69,3.523891143478939,30.049267877936725,-105.4181581856514,-94.68601590871437,3.50650738646963,29.581109692285338,-93.74,-65.81
129,72.588,-104.26,-93.51,3.4827507939972557,28.84224159111078,-104.27910639162006,-92.88163196369622,3.493717885145048,28.823135199490718,-94.61,-66.33
130,72.994,-103.57,-93.34,3.4379945957086426,27.69780135678643,-102.32535822703217,-92.52607856443606,3.4522002046117923,28.942443129754256,-95.48,-66.85
131,73.501,-102.88,-93.17,3.389487557424368,26.613547302079066,-104.64544066765832,-92.79294164193979,3.3960684672446826,24.848106634420738,-96.35,-67.37
