,Time,X,Y,BAO,RAO,X_n,Y_n,BAO_n,RAO_n,X_o,Y_o
765,391.508,337.57,-59.9,1.16656702204773,491.5457392756039,336.65942660199283,-59.72213269161547,1.1696713922107,490.63516587759676,-114.36,-253.23
766,392.017,338.13,-59.9,1.169072034046097,492.06413413294,337.99734306199844,-59.268426407125006,1.1800950727104158,491.93147719493845,-114.76,-252.3
767,392.422,338.84,-59.9,1.1717087915224815,492.71993221301693,337.31971145663044,-58.82295384599123,1.1905067931058764,491.1996436696474,-115.16,-251.36
768,392.929,339.55,-59.91,1.1743385211836144,493.379146802943,339.1464177847895,-59.2674092364064,1.1855538457512271,492.9755645877325,-115.56,-250.43
769,393.437,340.26,-59.91,1.176953447505246,494.032529799405,339.53755175825944,-61.2079770822662,1.1542994738042716,493.31008155766443,-115.95,-249.49
770,393.945,340.97,-59.92,1.179569156776469,494.69852637742923,340.4029828469938,-60.87436975097635,1.1629122623404935,494.131509224423,-116.35,-248.56
771,394.45,341.68,-59.92,1.1821778148351902,495.36789853602744,341.30532742491243,-59.272112104995614,1.1934855917868321,494.99322596093987,-116.75,-247.62
772,394.955,342.39,-59.93,1.1847718245200958,496.0313684637293,343.46877469397356,-59.726407253015346,1.1883251882881578,497.11014315770285,-117.14,-246.69
773,395.464,343.1,-59.93,1.1873664186598465,496.70744105559766,342.55948563723774,-60.381324416104725,1.1794893216041782,496.1669266928354,-117.54,-245.75
774,395.971,343.81,-59.94,1.1899464687405652,497.37756483379906,344.40222996153125,-58.803747097895,1.2097778230176381,497.9697947953303,-117.93,-244.82
775,396.479,344.51,-59.95,1.192519558825743,498.0509905622114,344.18692850605134,-60.07551727029323,1.1903288691910103,497.72791906826274,-118.33,-243.89
776,396.984,345.22,-59.96,1.1950930403649196,498.737007349565,344.4683854702275,-59.75317490569038,1.1987028192363702,497.9853928197924,-118.73,-242.96
777,397.492,345.9,-60.01,1.1977234713554972,499.37084466356265,346.8568502021155,-62.91573098780379,1.1470088984410938,500.32769486567815,-119.12,-242.02
778,398.001,346.5,-60.19,1.2005202848423528,499.89944028774426,346.75547266131906,-60.74069647535032,1.190908818168362,500.1549129490633,-119.52,-241.09
779,398.508,346.99,-60.44,1.2033555699171326,500.29480149208024,344.6621162037708,-60.12634094295253,1.2088299531913116,497.966917695851,-119.91,-240.16
780,399.015,347.41,-60.72,1.2062182656362699,500.623859199699,347.3204897898511,-60.35065527489466,1.2126645471642314,500.53434898955004,-120.31,-239.22
781,399.421,347.79,-61.05,1.2087309834033302,500.89435293283157,346.42397481736583,-58.91285768148351,1.2460311534451483,499.5283277501974,-120.63,-238.47
782,400.027,348.06,-61.35,1.2114930968544066,501.0778008453378,348.1706641668606,-61.693091171345046,1.2055050262799116,501.1884650121984,-121.02,-237.54
783,400.435,348.39,-61.77,1.2145262350153736,501.2888006927743,349.91417821135985,-61.11771810395108,1.2259107017525788,502.8129789041342,-121.42,-236.61
784,400.941,348.67,-62.23,1.2176158546733067,501.4401995253272,349.5028761826507,-61.06677749738543,1.2379179172772192,502.2730757079779,-121.82,-235.67
785,401.45,348.92,-62.73,1.2207324121202587,501.54851908863213,346.8484000689057,-61.0606692204516,1.249867730528262,499.4769191575378,-122.21,-234.74
786,401.955,349.12,-63.25,1.2238767219094533,501.61389075662566,348.77268837814853,-62.96451287890858,1.2288594121445384,501.2665791347742,-122.61,-233.8
787,402.463,349.29,-63.8,1.2270375607258694,501.64923492416494,350.2128192995134,-64.51230456058583,1.2146055008666752,502.5720542236783,-123.01,-232.87
788,402.969,349.42,-64.38,1.2302397854834997,501.62910093015944,349.73790616525844,-63.6171314567429,1.2435543533232287,501.94700709541786,-123.4,-231.93
789,403.477,349.51,-64.96,1.2334036250120715,501.5891124217112,349.4681551717927,-64.46535932358042,1.2420367334298852,501.54726759350393,-123.8,-231.0
790,403.984,349.56,-65.56,1.2365794459350206,501.509798209367,347.9540729256018,-66.7521015448581,1.2157733489591356,499.90387113496877,-124.2,-230.07
791,404.592,349.58,-66.17,1.2397491711456992,501.3944652666201,348.42981384608595,-65.79890161180816,1.2462260598684909,500.24427911270607,-124.59,-229.14
792,405.001,349.57,-66.79,1.2429452481132923,501.25879712978605,353.3128911528874,-66.5271716486293,1.2475324682122997,505.00168828267346,-124.99,-228.2
793,405.506,349.52,-67.41,1.2460986463407362,501.0935318880099,349.3721298523139,-67.47449817016033,1.2449729409099268,500.9456617403238,-125.39,-227.27
794,406.012,349.45,-68.04,1.2492730479912553,500.8984697521046,350.43328479293945,-67.326096829533,1.261733008856331,501.88175454504403,-125.78,-226.33
795,406.519,349.34,-68.67,1.252412167604251,500.6830966789272,348.19322920301175,-67.65297711474517,1.2701625655200803,499.536325881939,-126.18,-225.4
796,407.025,349.22,-69.29,1.2555225703977797,500.4567478813729,349.1960686271621,-68.47098222909214,1.2698171271324665,500.432816508535,-126.57,-224.47
797,407.532,349.06,-69.92,1.2586363641551048,500.2036238373329,347.0610024903912,-71.47471928702403,1.2315013936522767,498.2046263277241,-126.97,-223.54
798,408.04,348.89,-70.55,1.2617662517147845,499.9427868266528,349.4868429058461,-72.35068912642674,1.2303382976537773,500.53962973249895,-127.37,-222.6
799,408.548,348.69,-71.17,1.2644453360813883,499.6327043939378,349.0797669824083,-70.8318546277565,1.2703470861774193,500.02247137634606,-127.68,-221.85
800,409.053,348.47,-71.8,1.2675327429644576,499.3362363177742,348.6156883352167,-71.44449018450194,1.273737559768056,499.48192465299087,-128.08,-220.92
801,409.56,348.28,-72.29,1.2703927450336245,499.1116445245492,348.5455122936435,-71.84260008030648,1.278201346705435,499.37715681819276,-128.48,-219.98
802,410.066,348.04,-72.91,1.2734500406988505,498.79860434848854,347.6337203883999,-72.9318856201023,1.2730680645692245,498.39232473688844,-128.87,-219.05
803,410.472,347.77,-73.53,1.276499509746125,498.47109214075795,350.699374493719,-72.393106545277,1.2963420437754143,501.40046663447697,-129.27,-218.12
804,410.979,347.77,-73.53,1.2785115270963627,498.5755715034582,348.3821431167485,-73.13771540881716,1.2853581848173432,499.18771462020675,-129.66,-217.19
805,411.487,347.49,-74.14,1.2815599011140393,498.2461787108859,346.7624252778265,-73.91319255114901,1.2855184378645377,497.51860398871236,-130.06,-216.25
806,411.994,347.2,-74.75,1.2845873435428858,497.91465182298055,346.9530843432136,-73.80391529477616,1.301099636651802,497.6677361661942,-130.46,-215.32
807,412.5,346.58,-75.96,1.2885866273933175,497.09382394071235,345.6648815887892,-78.3230426985306,1.2473437519387467,496.1787055295016,-130.85,-214.39
808,413.008,346.25,-76.56,1.2916034849773201,496.73445833765146,345.6896052406481,-75.86326088672728,1.3037638765313548,496.1740635782996,-131.25,-213.45
809,413.515,345.91,-77.15,1.2945804247291401,496.3754531602062,348.36881589260184,-76.12461600000671,1.3124767516262925,498.834269052808,-131.65,-212.52
810,414.022,345.57,-77.75,1.297595033165831,496.0058275867331,344.5914307451437,-77.96904534839874,1.2937719706250952,495.02725833187685,-132.04,-211.58
811,414.53,345.21,-78.33,1.3005503932576585,495.63908734077864,344.25905822166857,-78.51675156585837,1.2972909635501748,494.68814556244723,-132.44,-210.65
812,415.035,344.85,-78.92,1.3035295781255667,495.27404141545725,343.9527002237844,-80.56404226896579,1.2748356274901553,494.37674163924163,-132.84,-209.72
813,415.543,344.48,-79.5,1.3065025748757113,494.8940922055951,344.924585948233,-79.30433023523044,1.309917656517543,495.3386781538281,-133.23,-208.78
814,416.05,344.1,-80.08,1.3094605786596418,494.5211075373831,343.9292415437461,-79.73376505922815,1.3155035183615582,494.3503490811292,-133.63,-207.85
815,416.557,343.72,-80.65,1.3124178511636555,494.14278827075884,345.75331552230455,-80.53293531847613,1.3144610152940457,496.17610379306336,-134.02,-206.91
816,417.065,343.33,-81.23,1.3153796294069005,493.7687971105505,342.9515886009087,-80.36382731145551,1.3304971947128534,493.3903857114592,-134.42,-205.98
817,417.573,342.93,-81.8,1.317907774165742,493.3619994486807,341.2881430466354,-81.04636642092794,1.3310611614741383,491.7201424953161,-134.74,-205.24
818,418.08,342.53,-82.37,1.3208683050451526,492.97667338323424,341.75543891010625,-83.1866980738171,1.3066142346623486,492.2021122933405,-135.13,-204.3
819,418.488,342.2,-82.82,1.3236172901523278,492.7050389431795,342.30995769137877,-81.14765009548928,1.3528053022314526,492.81499663455827,-135.53,-203.37
820,418.995,341.79,-83.39,1.326561546204266,492.3207761206103,341.0445386132907,-82.43751533271002,1.3431855397232386,491.57531473390094,-135.92,-202.44
821,419.603,341.38,-83.95,1.329515233525262,491.95049801783915,341.75782214032193,-85.34091175777348,1.305239243747413,492.3283201581611,-136.32,-201.5
822,420.009,340.96,-84.51,1.3324487745959628,491.5771617965993,341.87623796268315,-85.33620915245193,1.3180287045755648,492.49339975928245,-136.72,-200.57
823,420.516,340.54,-85.07,1.3354065461462696,491.20573001543863,339.06981462535344,-85.86144998477866,1.3215931380470227,489.73554464079206,-137.12,-199.63
824,421.023,340.11,-85.63,1.3383395561675873,490.82144339871707,339.3829167798848,-85.03794877270211,1.3486727994244088,490.09436017860185,-137.51,-198.7
825,421.529,340.11,-85.63,1.3403703902851245,490.9974541685527,339.3781105813931,-84.13652612369835,1.3664364267191107,490.2655647499458,-137.91,-197.77
826,422.037,339.25,-86.74,1.3442238331163374,490.0753111512556,339.47119903055835,-87.45854880771958,1.331682790585351,490.29651018181397,-138.3,-196.83
827,422.543,338.82,-87.3,1.3471749088304572,489.7134982824141,337.98554205215754,-87.07214845426523,1.3511516685092873,488.87904033457164,-138.7,-195.9
828,423.051,338.38,-87.85,1.3501258497494357,489.34619902478045,336.3503702857626,-90.02674219865129,1.31213453141587,487.31656931054306,-139.1,-194.96
829,423.557,338.03,-88.29,1.3528813864331068,489.096972491141,337.14519747094585,-87.6603364290462,1.3638710889261156,488.2121699620869,-139.5,-194.03
830,424.065,337.5,-88.95,1.35601655481496,488.61677386270725,337.6791616016612,-88.9282681166496,1.3563958477320839,488.7959354643684,-139.89,-193.09
831,424.571,337.06,-89.5,1.358980620881905,488.26227071114147,336.84607880456207,-91.67757947104778,1.3209746893882848,488.04834951570353,-140.29,-192.15
832,425.078,336.62,-90.05,1.3619289180219913,487.91413691345326,336.29480572363343,-91.82510161472153,1.3309475502876327,487.5889426370867,-140.69,-191.22
833,425.588,336.17,-90.48,1.3642371190973313,487.5338029306276,337.0050246997475,-90.48874778642758,1.3640844414219087,488.36882763037505,-141.0,-190.47
834,426.096,335.72,-91.14,1.3674105004319557,487.1612201314879,335.6301338255,-90.7411622083944,1.3743715330768564,487.0713539569879,-141.4,-189.54
835,426.603,335.27,-91.69,1.3703873931004276,486.8134478421893,335.592790565594,-91.45757920307877,1.3744439012568122,487.1362384077833,-141.8,-188.6
836,427.009,334.91,-92.12,1.3731387810982458,486.57395378297844,335.2579171715217,-92.70908522952084,1.3628573042682406,486.9218709545001,-142.19,-187.67
837,427.82,334.46,-92.67,1.3761031142380926,486.236431584471,333.1245733519265,-92.32855356478483,1.382062478751795,484.9010049363975,-142.59,-186.74
838,428.226,334.01,-93.21,1.3790676178172148,485.89337122459284,335.45629459644914,-92.19850762667305,1.3967214900905818,487.339665821042,-142.98,-185.8
839,428.631,333.55,-93.76,1.3820526494558718,485.54288832192776,333.3357974227213,-93.147838836017,1.392736877320216,485.3286857446491,-143.37,-184.86
840,429.038,333.1,-94.3,1.3850052631315592,485.21026009349805,332.65991859256974,-93.91549569539333,1.3917161292350368,484.77017868606777,-143.76,-183.93
841,429.545,333.1,-94.3,1.387056814719827,485.4209292974501,332.49217914852966,-94.1595421553336,1.3895082665695104,484.8131084459797,-144.15,-182.99
842,430.052,332.19,-95.38,1.390935443223105,484.536253339211,334.1926117889843,-94.60754869435286,1.4044172618179764,486.5388651281953,-144.53,-182.06
843,430.558,331.73,-95.93,1.3939371673964462,484.2030138278777,333.22856213811804,-96.7034693922827,1.3804375798377138,485.70157596599574,-144.92,-181.12
844,431.067,331.28,-96.46,1.3969058649038313,483.8874523068354,330.59390240927786,-96.49957149875645,1.3962152119605824,483.2013547161133,-145.31,-180.18
845,431.573,330.82,-97.01,1.3998917546962433,483.55475150183355,331.3767461590612,-97.21854945826746,1.3962518799962258,484.11149766089477,-145.69,-179.25
846,432.079,330.36,-97.54,1.402864785171543,483.23789845168403,331.37332152139913,-98.090528858474,1.393256243963926,484.25121997308315,-146.08,-178.31
847,432.789,329.9,-98.08,1.4058587167995598,482.9138160168955,331.2601430767776,-97.11163664390787,1.4227598457190298,484.2739590936731,-146.46,-177.37
848,433.295,329.44,-98.62,1.4088566426540996,482.5940680323371,328.3241997949104,-98.0370331372722,1.4190313338387215,481.47826782724746,-146.84,-176.43
849,433.599,328.98,-99.16,1.411446513913542,482.2396575355453,328.7559908406203,-98.14122423934866,1.4292275052764174,482.0156483761656,-147.15,-175.68
850,434.106,328.52,-99.7,1.4144554996588432,481.937885209287,327.9824344361547,-99.3888849098821,1.4198854823340394,481.4003196454417,-147.54,-174.74
851,434.614,328.06,-100.24,1.4174650576258279,481.63059911097844,328.6057125671657,-102.99389525374085,1.3694005181930053,482.17631167814415,-147.92,-173.8
852,435.125,327.69,-100.67,1.4202805180018652,481.43314821478594,325.8097093597009,-100.5421078995964,1.4225126562411992,479.55285757448684,-148.3,-172.86
853,435.632,327.14,-101.32,1.4234955721486482,481.0291388263293,327.0135841009173,-100.30426904350651,1.4412234216538908,480.9027229272466,-148.68,-171.92
854,436.139,326.77,-101.75,1.4262963751705342,480.84131114121215,326.99598269754387,-103.02091417144224,1.4041147383686114,481.06729383875603,-149.06,-170.99
855,436.648,326.31,-102.29,1.4293230408818176,480.5611253524363,326.6382666807061,-103.04048536317839,1.4162246003063292,480.8893920331424,-149.45,-170.05
856,437.358,325.85,-102.82,1.4323297147051675,480.27682278036286,325.62038524346247,-103.32906549816836,1.4234448456538242,480.0472080238253,-149.83,-169.11
857,437.764,325.38,-103.36,1.4353783958888489,479.98425817936993,325.72856495560364,-104.78186832418828,1.4105621121019492,480.3328231349736,-150.21,-168.16
858,438.271,324.92,-103.9,1.4384128550094453,479.7073925842711,323.79973865390326,-106.12430305518468,1.3995914431343037,478.5871312381743,-150.59,-167.22
859,438.576,324.92,-103.9,1.4404587185236288,479.9609947693666,327.0639190688929,-104.89890838116084,1.423024478346606,482.1049138382595,-150.97,-166.28
860,439.286,323.99,-104.98,1.4444921532175599,479.1669355245623,323.12613473547253,-106.1349245493094,1.4243349172199993,478.3030702600348,-151.36,-165.34
861,439.591,323.53,-105.51,1.4475161689899207,478.90458861865164,322.8855486816502,-105.94859502366783,1.4398612417440548,478.2601373003019,-151.74,-164.4
862,440.301,323.07,-106.05,1.4505434720084127,478.64662591519436,323.6845234382464,-105.87409141547823,1.4536136559908401,479.26114935344077,-152.12,-163.47
863,440.605,322.6,-106.59,1.453592327617631,478.38195367300386,322.92824455330936,-107.18108749548573,1.443275904654038,478.7101982263132,-152.5,-162.53
864,441.111,322.14,-107.12,1.4566261340340982,478.13280717808937,322.0667068001722,-105.90249946422941,1.47787552702809,478.0595139782616,-152.88,-161.59
865,441.619,321.67,-107.66,1.4596815518556971,477.8770186983258,321.64709118732793,-107.35437760460871,1.4650156689231069,477.8541098856537,-153.26,-160.65
866,442.33,321.21,-108.2,1.4627424716379152,477.6356379082281,319.1801342062442,-107.68350789096597,1.4717569595011284,475.6057721144723,-153.64,-159.71
867,442.634,320.84,-108.63,1.4652014226065297,477.5197676536543,321.0977899623377,-107.34246012758148,1.4876732326309408,477.777557615992,-154.02,-158.96
868,443.343,320.28,-109.27,1.4684372381236077,477.09718349619294,317.5272307342202,-109.24802474544701,1.468820778669521,474.3444142304132,-154.32,-158.02
869,443.649,319.82,-109.81,1.4715074367044396,476.86862268343884,319.6913130558328,-109.73380411757019,1.4728373057293025,476.73993573927163,-154.7,-157.08
870,444.055,319.82,-109.81,1.4735466897570333,477.1545649996445,319.18093553145434,-109.61184827675193,1.4770050897462128,476.51550053109884,-155.08,-156.14
871,444.561,318.98,-110.77,1.4774214040957898,476.51583237076187,319.66879809804476,-110.73974906322758,1.477949382544281,477.2046304688066,-155.46,-155.2
872,445.068,318.52,-111.31,1.4804994946390166,476.3004431028802,318.2112164783022,-111.53892302131614,1.4765040341834368,475.99165958118243,-155.84,-154.26
873,445.575,318.05,-111.85,1.483599436573552,476.07873771047576,317.6451949217474,-111.82756681647577,1.483990969487754,475.67393263222317,-156.22,-153.31
874,446.082,317.58,-112.39,1.4866603568769199,475.86329181814386,316.8439651692681,-114.40001490474,1.4515789787750466,475.12725698741195,-156.6,-152.38
875,446.588,317.12,-112.92,1.489746678197208,475.6614658557071,318.4559838686315,-114.69830898417834,1.4587093313055002,476.9974497243386,-156.98,-151.43
876,447.299,316.65,-113.46,1.4928339522155147,475.45420494512405,316.5090079237972,-114.7886096367594,1.4696453395803373,475.31321286892125,-157.36,-150.49
877,447.603,316.19,-114.0,1.4959254634708097,475.2614516242612,315.87869711778416,-114.99105458967624,1.478628297813958,474.95014874204537,-157.74,-149.55
878,448.11,315.72,-114.53,1.4989969486260464,475.0639872690836,315.65005957626244,-115.39879999118386,1.4838335282385902,474.994046845346,-158.12,-148.61
879,448.618,315.25,-115.07,1.50209341349538,474.8802981804994,313.9245572897458,-114.79044391084247,1.5069725876951778,473.5548554702452,-158.51,-147.67
880,449.329,314.79,-115.61,1.5051922450485293,474.7011657874878,316.0936824012313,-115.29514327132154,1.5106875316360269,476.0048481887191,-158.89,-146.73
881,449.836,314.32,-116.15,1.508313103036568,474.51599024690415,314.3968337989489,-117.2358834563793,1.489360861429813,474.59282404585304,-159.27,-145.78
882,450.343,313.85,-116.68,1.511394277415343,474.33662688010924,313.73248952821933,-116.26868257987466,1.518573120667339,474.21911640832855,-159.65,-144.84
883,450.851,313.39,-117.22,1.5144999966690913,474.17119144882685,312.70286024536927,-116.35702993313606,1.5295616656820226,473.4840516941961,-160.03,-143.9
884,451.256,312.92,-117.65,1.5173749959409912,474.00620776525705,312.84178338201286,-117.33472861495835,1.5228775196472908,473.9279911472699,-160.41,-142.96
885,451.764,312.46,-118.29,1.5202866690231633,473.77422397171415,311.92393211001973,-118.81947403565624,1.51104560379714,473.2381560817339,-160.71,-142.21
886,452.171,311.99,-118.83,1.523398015905577,473.611908634063,312.1699608996443,-118.4860678394146,1.5294007645112901,473.7918695337073,-161.09,-141.27
887,452.881,311.62,-119.26,1.5262686027235495,473.56939977156463,311.9253227679309,-120.31999550205222,1.507768191156408,473.8747225394955,-161.48,-140.34
888,453.389,311.15,-119.79,1.5293621570550042,473.4163201665105,310.3724686433983,-119.85545638688285,1.5282197275874394,472.6387888099088,-161.86,-139.4
889,453.591,311.15,-119.79,1.5313575563369892,473.76840586936567,309.2479174077045,-118.79109468130052,1.5487917430639786,471.8663232770702,-162.25,-138.47
890,454.402,310.22,-120.87,1.535577734519189,473.1434012009467,310.4898422178701,-120.87682326199699,1.5354586461316153,473.41324341881676,-162.63,-137.53
891,454.909,309.75,-121.4,1.5386775877923402,473.01396279602574,308.98850771176797,-120.62774888804233,1.552155912348189,472.2524705077937,-163.02,-136.59
892,455.315,309.29,-121.94,1.5417797217500302,472.8990678781256,308.96813439537715,-120.08933664013384,1.5740798907257154,472.57720227350273,-163.41,-135.66
893,455.724,308.82,-122.47,1.5448827855324558,472.77872932271396,309.1634666655992,-124.01116997561424,1.5179842951251066,473.12219598831314,-163.8,-134.72
894,456.129,308.36,-123.01,1.5479878819895287,472.67294284737727,309.0372556493847,-123.58822806154008,1.53789589848823,473.35019849676195,-164.19,-133.79
895,456.738,307.9,-123.54,1.5510731819681551,472.57191283443836,307.328265476504,-123.83281007936598,1.545962682000193,472.0001783109424,-164.58,-132.86
896,457.245,307.43,-124.08,1.5542017452396546,472.46505225254487,307.24784460611494,-123.8800912504872,1.5576908111221976,472.2828968586598,-164.97,-131.92
897,457.651,306.96,-124.61,1.5572893569228445,472.363087888967,307.66970770881426,-124.20899009502695,1.564288300097734,473.0727955977813,-165.36,-130.99
898,458.36,306.5,-125.15,1.5604210585599703,472.2854196352032,305.7217407743887,-126.55556464357788,1.5358893276799157,471.5071604095919,-165.76,-130.05
899,458.866,306.03,-125.69,1.5635322756488101,472.19245790249545,305.16838749053284,-125.38501835104233,1.568855209581283,471.3308453930283,-166.15,-129.12
900,459.374,305.57,-126.22,1.5666235946640203,472.1141101471126,306.38210518966594,-124.47636630172363,1.5970557436476682,472.92621533677857,-166.54,-128.19
901,459.881,305.1,-126.76,1.5697582575535476,472.030254326987,303.6967676438787,-126.73754306781845,1.5701502049600127,470.62702197086566,-166.93,-127.25
902,460.388,304.63,-127.3,1.5724916714451218,471.8806781380225,304.3438257438461,-127.75972189882722,1.5644680106670665,471.5945038818686,-167.25,-126.5
903,460.894,304.17,-127.83,1.575586353956725,471.81541274104217,304.2501653865352,-128.13615979844704,1.5702428574365819,471.8955781275773,-167.64,-125.57
904,461.401,303.79,-128.26,1.5784896239223882,471.8439634031573,303.465033236744,-128.96536454955557,1.5661786901057964,471.5189966399013,-168.04,-124.63
905,461.907,303.33,-128.8,1.5816074039243186,471.74756851519646,303.6670629211007,-127.80338885484015,1.5990015497694294,472.0846314362972,-168.39,-123.7
906,462.313,302.86,-129.33,1.5846896248294144,471.4655012829677,304.4346511622426,-129.91472182437792,1.5744843037857519,473.04015244521025,-168.56,-122.78
907,462.82,302.4,-129.87,1.5876960065956356,471.0372623264533,301.2869396688609,-130.19146185872287,1.5820854387413406,469.9242019953142,-168.57,-121.91
908,463.326,301.93,-130.4,1.5905849893028405,470.5021192300838,301.0358130395264,-129.42972758675882,1.6075194375551705,469.60793226961016,-168.48,-121.09
909,463.936,301.47,-130.94,1.593484388751707,469.8909325577586,300.5915265316799,-130.9249674736039,1.5937467558322118,469.0124590894385,-168.3,-120.28
910,464.342,301.0,-131.48,1.5963749188730822,469.1934799205973,299.59725927346017,-131.88882282278078,1.5892396145582601,467.7907391940575,-168.04,-119.48
911,464.851,300.54,-132.01,1.5992569467227764,468.4297028370426,300.67212238992664,-130.53990993845176,1.624914858597639,468.56182522696923,-167.7,-118.68
912,465.358,300.07,-132.55,1.6021109757246592,467.58924196349943,299.31786762571767,-132.23983475032358,1.607524380556783,466.8371095892171,-167.29,-117.91
913,465.662,299.61,-133.08,1.6049360917949693,466.7019496423815,297.47220743221453,-134.34725358884873,1.5828183442118446,464.56415707459604,-166.82,-117.15
914,466.169,299.14,-133.62,1.6077131352421847,465.7473360095578,298.26522972725377,-134.17930699657256,1.5979513866225532,464.87256573681157,-166.29,-116.43
915,466.879,298.68,-134.15,1.610418981680492,464.7547742627288,299.05026300334816,-133.57928619969013,1.6203798165824688,465.12503726607696,-165.71,-115.74
916,467.284,298.21,-134.69,1.6131194087501557,463.71525142052417,296.5401313573697,-134.22198672730562,1.6212877813017068,462.0453827778939,-165.09,-115.07
917,467.893,297.74,-135.22,1.6157504410998564,462.62737672991204,296.56273909499726,-133.44706525308612,1.6466939898565158,461.4501158249093,-164.42,-114.43
918,468.399,297.28,-135.76,1.61835263406985,461.521791034833,297.5305978717481,-135.67009354857882,1.619921797665934,461.7723889065811,-163.72,-113.82
919,468.907,296.81,-136.29,1.620906581815861,460.3778921712032,296.5700445854995,-136.38643748855472,1.619223430118227,460.1379367567027,-162.99,-113.23
920,469.313,296.35,-136.83,1.6231539856309085,459.3594828671767,296.28902449627094,-137.58450028173152,1.6099854715074688,459.29850736344764,-162.38,-112.79
921,469.722,295.88,-137.37,1.6256519422970133,458.1591593540394,296.5627735238955,-137.16392191023175,1.62924868347969,458.8419328779349,-161.59,-112.25
922,470.229,295.51,-137.79,1.627825306239701,457.0330038410793,296.1954412488639,-137.91497071994934,1.625644155707997,457.7184450899432,-160.78,-111.74
923,470.836,295.04,-138.33,1.6302207854835702,455.8045468180413,295.6561223706067,-139.15097240515644,1.6158921139455737,456.42066918864793,-159.96,-111.26
924,471.344,294.58,-138.87,1.6325880021104557,454.55752221253584,298.08006909205596,-139.6440292259225,1.619078643611445,458.0575913045918,-159.11,-110.8
925,471.852,294.11,-139.4,1.6349050124322297,453.2911770595144,293.6003553306672,-138.50157355375595,1.6505855120061803,452.78153239018155,-158.25,-110.36
926,472.36,293.65,-139.94,1.6371923124902503,452.0159737221684,294.8190716248814,-140.79963114934444,1.6221889185814866,453.1850453470498,-157.37,-109.95
927,472.868,293.18,-140.47,1.6394513198362712,450.7218233012464,291.45323485641313,-141.93212189160727,1.6139324787622364,448.9950581576595,-156.48,-109.55
928,473.375,292.71,-141.01,1.6417027072471546,449.4193027674712,291.6524476758473,-141.85902755663383,1.6268843809437314,448.36175044331856,-155.58,-109.17
929,473.882,292.25,-141.55,1.643922659394844,448.11761179404675,292.0209562815482,-140.58491642033445,1.660766545416941,447.88856807559495,-154.67,-108.81
930,474.388,291.78,-142.08,1.646091951005626,446.7959411185379,292.7951530518115,-142.75593636762397,1.6342946358566173,447.8110941703494,-153.75,-108.47
931,474.895,291.32,-142.62,1.648274104351372,445.4763854571867,291.7943684836877,-141.8034561825361,1.6625254824529205,445.95075394087445,-152.82,-108.14
932,475.301,290.85,-143.15,1.6504036741383707,444.1466086778103,292.18862799621655,-143.37488052330644,1.6464787685830655,445.48523667402685,-151.89,-107.83
933,475.709,290.38,-143.69,1.6525497126126492,442.7989250212787,289.57089224122217,-143.00678482165276,1.6644740669744087,441.9898172625009,-150.94,-107.53
934,476.217,289.92,-144.23,1.6546599034698735,441.47154698802507,291.3686858701717,-144.8208426779363,1.6443477533785842,442.92023285819675,-150.0,-107.25
935,476.926,289.45,-144.76,1.6567433916948207,440.1145402051607,291.33198006566573,-143.1077990264942,1.6855797385871525,441.99652027082647,-149.04,-106.98
936,477.435,288.99,-145.19,1.658588018882799,438.7597586379134,288.6606231748235,-146.82513696830787,1.6300494950647482,438.4303818127369,-148.08,-106.72
937,477.842,288.52,-145.83,1.6607486435221794,437.5992058950747,287.8563984816022,-146.24896220337584,1.653436373631861,436.9356043766769,-147.31,-106.52
938,478.349,288.06,-146.37,1.6628217550054964,436.2559526241447,288.52457052908136,-148.1076342765981,1.6324943156833498,436.72052315322605,-146.35,-106.28
939,478.856,287.59,-146.9,1.664868360031849,434.8828395096776,289.95379265522024,-144.6267550152295,1.7045439697205427,437.24663216489785,-145.37,-106.05
940,479.362,287.13,-147.44,1.666921279508208,433.5414209738211,286.3390250436037,-149.36937202957762,1.633247385096193,432.75044601742485,-144.41,-105.83
941,479.869,286.66,-147.98,1.6689707111166128,432.1710051588376,286.42277985359635,-147.62413478261004,1.6751817308533927,431.93378501243393,-143.43,-105.62
942,480.377,286.29,-148.4,1.670709761494278,430.8889276832256,287.56792218102163,-147.75684461875295,1.6819349404989585,432.1668498642472,-142.45,-105.42
943,480.885,285.82,-148.94,1.6727375920797092,429.5198577481604,285.54925674575327,-150.9774490425484,1.637177397945634,429.2491144939137,-141.47,-105.23
944,481.19,285.82,-148.94,1.6733881261102572,428.56335377631154,286.26104057763865,-148.16687430854824,1.6868817149578483,429.0043943539502,-140.49,-105.05
945,481.799,284.89,-150.01,1.6767365652055946,426.79277981240494,284.5098042703332,-149.80532788825764,1.6803087674425083,426.41258408273814,-139.51,-104.88
946,482.206,284.89,-150.01,1.6773793898206366,425.82639432050235,285.0230198233388,-150.32400204080312,1.6718990203506405,425.9594141438412,-138.52,-104.71
947,482.717,283.95,-151.09,1.680677470079277,424.03731015088755,282.72308232660845,-150.81879543379821,1.6854108827059413,422.810392477496,-137.53,-104.59
948,483.223,283.49,-151.62,1.6827206697730397,422.6847355890676,282.00067805046297,-150.28968871181124,1.7059389818283808,421.19541363953056,-136.55,-104.41
949,483.73,283.02,-152.16,1.6846880521669012,421.3095189999865,282.0499025637225,-151.73926447369732,1.6920312723809943,420.33942156370904,-135.56,-104.28
