,Time,X,Y,BAO,RAO,X_n,Y_n,RAO_n,BAO_n
0,108.5,0.00027,0.06042,0.004468689221633649,0.06042060327404883,1.690795703800356,-0.4055173705408328,1.750946307074405,-0.0036634520023887153
1,108.603,0.00146,0.14879,0.009812172485054083,0.1487971629433841,0.034280163678584406,0.5563062829965079,0.1816173266219685,0.016924673378832127
2,108.706,0.00377,0.25303,0.01489831666735501,0.25305808384637707,-0.7851530286257385,0.2550955729059481,-0.5358649447793615,0.014934367715503792
3,108.811,0.0073,0.36605,0.019939987634094457,0.3661227833664548,0.006409614142068637,-1.3886743063454208,0.36523239750852343,-0.010685728976406763
4,108.916,0.01198,0.48258,0.02481980172314186,0.4827286782448294,1.0296380056634933,1.0830785159195493,1.5003866839083226,0.035300477979277586
5,109.018,0.01767,0.59855,0.02951277168211799,0.5988107642653061,-0.6077589739667597,0.42700173880427883,-0.026618209701453566,0.02651868969818143
6,109.124,0.02464,0.71881,0.03426546068000585,0.7192321917851007,0.5299393741967516,0.45745358480835296,1.2245315659818523,0.02970393071370228
7,109.229,0.03274,0.83953,0.03897825883784803,0.8401681548951971,-0.21000907867254662,-0.6137114124907906,0.5974190762226506,0.013614411363550682
8,109.334,0.04191,0.95983,0.04363626477181111,0.9607445430498162,0.5964903118918878,1.0837109052870384,1.515324854941704,0.04579839444942118
9,109.439,0.05213,1.07984,0.048238220024165356,1.081097573070997,0.3265899237599636,-0.44668453186984025,1.3555574968309607,0.021595340830571533
10,109.544,0.06346,1.20001,0.052833677758408804,1.20168680266532,1.7141596911864756,1.354345535456358,2.8523864938517955,0.0555273410049507
11,109.653,0.07637,1.32466,0.05758878135817699,1.3268596355681335,-0.31076994328638813,3.3537322207611115,0.9397196922817453,0.09300277237121163
12,109.759,0.09006,1.44592,0.06220524500526243,1.448722005769223,0.04467397013935391,-0.004758699146574674,1.4033359759085768,0.03688612531660644
13,109.863,0.10464,1.5654,0.06674623822941528,1.5688934602451499,-0.3005878554276867,-0.7229151019717226,1.1636656048174632,0.026807605376898934
14,109.972,0.1209,1.68921,0.07145008248810263,1.693530995907663,1.1702965493432547,1.2727356814799815,2.7429275452509176,0.0641812343799287
15,110.075,0.13744,1.80686,0.07591946315598667,1.812079692839142,-0.6051135252045677,2.8793301315754953,1.0695261676345744,0.09463759808127586
16,110.178,0.15495,1.92393,0.08036481295788651,1.9301596170783388,-1.496125589405839,2.459359356326091,0.27908402767249996,0.08970981813761073
17,110.281,0.17353,2.04105,0.08481599648983572,2.0484134747164693,-1.8908848031211756,1.378890660333191,-0.01600132840470625,0.07325913583981841
18,110.386,0.19343,2.15969,0.0893254423431146,2.1683348590565985,-1.0107898455997326,3.621665627213524,0.9641150134568659,0.11484173062189981
19,110.491,0.21476,2.28074,0.09388559322296224,2.290828846771404,1.980920877929334,1.9513262480869351,4.056989724700738,0.08813623865073147
20,110.595,0.23684,2.40098,0.09832496196776488,2.4126330317725486,1.0775732421435358,2.2209935987476497,3.2533662739160842,0.09518360665709573
21,110.703,0.26066,2.52546,0.10284869950949599,2.538876099221858,0.8287218873279819,1.772622803578535,3.10693798654984,0.08970921170045816
22,110.807,0.28448,2.64521,0.1071335673233909,2.660463270654192,-1.4238592031670558,0.842111341520259,0.9521240674871361,0.07566355899462665
23,110.917,0.31076,2.77237,0.11162586598304727,2.789732459305014,0.6938818517575119,5.0199650528077,3.172854311062526,0.15085379990607745
24,111.023,0.33684,2.89395,0.11587315316720512,2.913487221200738,0.606251630507887,2.3693453805991473,3.182898851708625,0.10671707528748853
25,111.132,0.36492,3.02025,0.12024157830969365,3.0422157498934883,2.2769388623319404,3.2575518466371935,4.954234612225429,0.12438327685457531
26,111.242,0.39394,3.14625,0.12456114430009936,3.1708165803306887,0.49537398521161546,3.398827735555318,3.272250565542304,0.1289694574027712
27,111.352,0.42395,3.27212,0.1288465400065415,3.2994700933483245,0.29157280243315287,2.96264365941112,3.1670928957814772,0.12344515890624216
28,111.456,0.4535,3.3921,0.1329048925839643,3.422280622625795,-0.9814634660355541,3.893724123181041,1.987317156590241,0.14165988514090305
29,111.56,0.48386,3.51195,0.13691335396171933,3.545125287221878,0.38908454956010585,4.705035922344011,3.450349836781984,0.1577366315658157
30,111.666,0.5157,3.63448,0.14095010634989524,3.6708842749942416,0.14688153155215372,1.7281101214695318,3.3020658065463953,0.10767767520869422
31,111.775,0.54921,3.76024,0.14503166325035732,3.800136376723867,0.44959936810513546,5.459777296746681,3.7005257448290023,0.17469418483903082
32,111.88,0.58225,3.88126,0.1489053182788572,3.924690338115862,0.1988268770684875,2.991403138979251,3.5412672151843494,0.13337438618258354
33,111.983,0.61549,4.00016,0.15266905297994737,4.047234607197858,-0.578101922258183,2.950143188924627,2.8536426849396745,0.13434280242539084
34,112.087,0.64975,4.11993,0.156420643318712,4.1708510243594175,0.349556263199837,2.9399479065417946,3.870657287559254,0.1358260706732909
35,112.19,0.68463,4.23916,0.16011877870519042,4.294088464680252,2.1822691155975833,3.9565247639246195,5.791727580277835,0.15518586325352357
36,112.296,0.72087,4.36033,0.1638426410368894,4.419517085134981,0.8295183714947302,5.798569520733757,4.528165456629711,0.1889446561059987
37,112.403,0.75861,4.48373,0.167604477566358,4.547452456595891,2.2619285204169106,4.270997032982439,6.050770977012801,0.16389158686436506
38,112.511,0.7974,4.60813,0.1713452122010884,4.676612968474085,1.1293742154884983,5.343156584377359,5.008587183962583,0.18417384618816124
