,Time,Xu,Yu,Bs,Rs,Bs_n,Rs_n,Xs,Ys
0,52.942,2.01,-218.36,359.7740386684238,220.60171554183347,359.77028469193624,193.23249010317312,1.14,2.24
1,68.269,4.73,-187.01,359.6992217271608,190.49262479161757,359.3816709088392,259.9127751839987,3.73,3.48
2,83.387,7.42,-156.32,359.75266615180544,159.8414892948636,359.57940738938214,133.15991669866713,6.73,3.52
3,98.682,10.1,-124.29,359.93223714484066,126.83008870138033,360.8161519921946,133.8373985485418,9.95,2.54
4,114.286,10.59,-94.22,1.3427180726820467,95.16613105511856,1.5323233710437958,97.32936628123826,12.82,0.92
5,129.476,10.61,-62.63,4.5527834225509025,61.604384584216085,4.586184076092447,61.51646985029178,15.5,-1.22
6,144.757,10.61,-32.61,13.578109126192942,30.02929569603656,13.491019303755115,34.98673221634682,17.66,-3.42
7,160.279,10.61,-1.83,113.89180438474074,9.87627966392204,114.31491003490234,14.353793047151328,19.64,-5.83
8,175.592,10.61,28.31,163.40477435116657,38.51425839867619,163.28845395849996,45.33079327028585,21.61,-8.6
9,190.772,10.61,59.13,169.7315803227454,71.7491749081479,169.80936675146322,77.61172186448829,23.4,-11.47
10,206.995,10.45,89.92,172.0654298581719,105.25769995587021,172.03309736266885,112.86730491486146,24.98,-14.33
11,222.513,9.95,121.43,173.2101529157635,139.73,173.22652058562537,132.42067769184774,26.47,-17.32
12,238.242,15.54,150.16,175.8842972974349,170.96088236786798,175.82321951196803,186.81941880599908,27.81,-20.36
13,253.645,24.99,179.44,178.86004824156026,203.07019106702984,178.81538933822563,216.2048036443887,29.03,-23.59
14,268.959,35.23,209.32,181.22343698449754,235.1135980754835,181.2411532079949,225.65625583041475,30.21,-25.74
15,284.345,45.04,237.83,182.74203000023704,265.263713500358,182.43377757023492,260.3832829434401,32.35,-27.13
16,299.53,55.26,267.49,183.9082203557042,295.92817794187835,183.93569907502058,293.0882166343375,35.09,-27.75
17,314.833,65.03,296.68,184.66302564302583,325.3569130969865,184.7292105111096,402.8497878433624,38.58,-27.6
18,330.832,75.04,327.45,185.35246813347248,355.8014033137025,185.4122199455989,352.36501198355575,41.85,-26.8
19,346.459,84.35,355.21,185.94401104633448,382.97906209086676,185.62772823342564,384.9863481249436,44.69,-25.71
20,362.354,98.66,382.61,187.1447742306325,410.0439727638976,187.12615220841343,409.51462621607203,47.66,-24.25
21,377.971,117.45,408.75,188.7728254410979,436.2133342757876,188.72669764583165,337.2787601855809,50.92,-22.36
22,393.998,135.55,433.68,190.20289837159515,461.45718457945804,190.19375026214334,460.375190568444,53.81,-20.48
23,409.716,154.42,459.0,191.55622951886085,487.2471949637063,191.42833734989154,490.5225971071525,56.81,-18.37
24,424.804,172.45,482.93,192.73052093512564,511.7399520264174,192.7018619999407,512.3129328887684,59.68,-16.23
25,440.621,191.07,507.64,193.84693750267752,537.3357594651598,193.97255950442548,539.4093700722616,62.47,-14.08
26,456.323,209.64,532.95,194.85606852212464,563.7856916417799,195.27219828084787,559.4501771567022,65.09,-11.99
27,471.741,227.81,557.75,195.74613837084354,589.699335085262,195.7563034587481,621.443671609187,67.78,-9.82
28,486.839,249.98,580.24,196.99042717049812,614.7935296504022,196.99527448878843,618.3957955609917,70.33,-7.72
29,502.327,276.27,599.13,198.5696364783433,637.637104629271,198.66107156979692,531.9901773544146,73.21,-5.31
30,517.704,302.69,617.64,200.08071687851185,660.9704892807242,200.07424384606412,661.1950237328647,75.75,-3.15
31,533.203,328.41,635.65,201.4476806364963,683.9846740973076,201.44197983534394,687.6770734025203,78.31,-0.97
32,548.912,353.77,653.41,202.69470615589898,706.6752182580057,202.73025240713054,710.8095710006071,81.12,1.45
33,564.526,378.14,670.72,203.80556273941988,728.8283644315719,203.5727008846988,744.8996122627309,83.96,3.9
34,579.71,403.73,689.3,204.90794714082344,753.297511279574,204.85966769727654,799.055046677609,86.47,6.07
35,595.105,429.93,708.02,205.96935302269014,778.140046842469,205.65844995438343,781.3822194707845,89.19,8.45
36,610.819,458.14,722.13,207.25771915350597,800.5350580705382,207.2671414331272,795.5420145274841,91.5,10.49
37,625.908,487.6,731.53,208.81161941473636,820.8430063051034,209.15463507653962,823.4469592027923,92.01,12.3
38,641.936,516.99,740.53,210.39056457769934,841.8995287443746,210.5391490655759,823.0737426375271,91.08,14.31
39,657.957,547.2,749.77,211.9839720465552,865.1417101261503,211.9964090487729,875.2210829697027,88.95,15.96
40,673.253,577.39,759.0,213.48559877738705,889.8779092100219,213.34254519112847,889.3241167694121,86.42,16.82
41,688.442,608.06,768.71,214.93175872580613,916.78246852784,214.5968478403506,907.8273634506344,83.11,17.1
42,704.248,638.66,778.64,216.2749916008746,945.016939795261,216.5170683869591,963.3871054547334,79.53,16.78
43,719.545,668.17,787.86,217.4716899965469,972.2876301280397,217.38015776774327,972.0368647859223,76.66,16.2
44,734.745,697.15,792.07,218.75127412475615,995.9088546649236,218.7196369573292,1001.323254957496,73.77,15.39
45,750.141,727.87,792.21,220.1871544760593,1018.168007992787,220.24861171198606,1036.1066156750012,70.86,14.39
46,765.64,758.79,791.88,221.5803265147206,1040.819413347003,221.97352142543355,916.6033056852289,68.03,13.32
47,781.348,791.0,791.32,222.97399269780288,1065.0665581549351,222.9156119725272,1056.6878705505032,64.98,12.05
48,796.424,822.45,790.77,224.279820369995,1089.7022757157113,224.21819955796613,1089.3957951853283,61.66,10.61
49,812.061,853.19,790.4,225.48970802174043,1114.4056360679444,225.50752681583464,1109.159878556239,58.48,9.16
50,827.558,884.84,790.38,226.67395385257882,1141.0784857318097,226.64269479209986,1142.7569489512118,54.75,7.43
51,843.071,914.94,790.13,227.75383300647587,1166.5176783058198,227.9504604310944,1156.8186982779227,51.41,5.86
52,858.371,944.74,785.72,228.92034466331373,1188.8615603593212,228.91550596654938,1190.8304892064132,48.58,4.51
53,873.632,974.7,776.19,230.2429585259585,1209.3190077064035,230.29570726149538,1208.0159110714026,45.02,2.79
54,889.307,1004.37,766.55,231.50977386688473,1229.4395968895747,231.8023675085129,1222.306301416409,42.07,1.37
55,904.607,1032.74,756.94,232.70336258154725,1249.7406632177735,232.50841728147392,1250.5709920070888,38.56,-0.33
56,919.804,1061.68,746.98,233.8828351638341,1270.429635398986,233.83575066642203,1284.5314659507153,35.41,-1.86
57,935.41,1091.19,736.82,235.04825844421885,1292.3681663132993,235.00845756173715,1246.1899331434452,31.92,-3.56
58,951.151,1118.89,727.63,236.09772685353212,1314.2324537539014,235.99324152977016,1362.3386364120404,28.09,-5.42
59,966.597,1148.92,717.82,237.18695656266388,1337.7940566843613,237.2840303599231,1333.7561875868591,24.58,-7.13
60,982.223,1176.06,706.04,238.24309943875002,1357.9855946584998,238.5850424166406,1366.7044618658294,21.38,-8.69
61,997.311,1202.28,687.48,239.49287211499114,1374.8569251016631,239.41342693329418,1363.9086141291589,17.75,-10.46
62,1013.013,1227.8,668.9,240.6965463040516,1390.9916031378477,240.71844998637073,1397.5348654039399,14.8,-11.9
63,1028.823,1252.37,650.46,241.85108277896728,1408.4559590203735,241.8053235622034,1414.1688478021063,10.5,-14.0
64,1044.726,1277.58,631.47,243.00805206607566,1426.150075693298,243.13366771678355,1426.2183744289482,6.78,-15.81
65,1060.131,1302.29,612.85,244.11422310898288,1444.0244888851435,244.18380904320745,1443.4774409045206,3.15,-17.58
66,1075.737,1327.58,594.32,245.19907123054944,1463.310096527732,245.1736961458876,1458.2752974816422,-0.77,-19.49
67,1091.336,1351.39,576.94,246.19206924953863,1481.8716439017248,246.3780354453183,1476.896050197802,-4.38,-21.25
68,1106.741,1375.46,556.35,247.27679522891597,1499.9755166668554,247.38986073952051,1498.320882871373,-8.09,-23.06
69,1122.036,1394.41,530.49,248.4499408223331,1511.595024403031,248.58290597307894,1518.5752099173114,-11.52,-24.74
70,1137.416,1411.23,506.5,249.51112251731965,1522.5460248544211,249.4999973914019,1513.7281723027445,-15.0,-26.43
71,1153.123,1429.34,480.64,250.63406047773643,1535.583384254987,250.7468608219336,1549.1462109050503,-19.36,-28.56
72,1168.851,1447.47,454.75,251.74170889935561,1548.7012226378592,251.63602135465177,1551.7654935796638,-23.26,-30.46
73,1184.585,1465.55,429.05,252.82494381479842,1562.0463180392571,252.81183821849444,1557.5350568561353,-26.84,-32.21
74,1200.067,1483.59,404.15,253.85871127374855,1576.5073954790062,253.73466077496417,1597.341123980402,-30.77,-34.13
